gen,invalid,avg,std,min,max,fitness_test,best_ind_length,avg_length,best_ind_nodes,avg_nodes,best_ind_depth,avg_depth,avg_used_codons,best_ind_used_codons,invalid_count_min,invalid_count_avg,invalid_count_max,invalid_count_std,nodes_length_min,nodes_length_avg,nodes_length_max,nodes_length_std,structural_diversity,selection_time,generation_time
0,13,0.6051006711409396,0.27439524882678396,0.36241610738255037,1.0,0.3561368209255533,98,70.35135135135135,2,1.7837837837837838,6,6.351351351351352,5.378378378378378,6,13,13.0,13,0.0,1,1.7837837837837838,3,0.6722737180285661,0.74,0.0,17.97719168663025
1,0,0.38000000000000006,0.018350029182819146,0.3489932885906041,0.4429530201342282,0.352112676056338,46,66.68,1,2.08,6,6.46,6.16,4,0,0.0,0,0.0,1,2.08,8,1.192493528840526,0.72,0.0002765655517578125,22.967607021331787
2,0,0.41463087248322145,0.14964059159483922,0.3489932885906041,1.0,0.35412474849094566,46,62.9,1,2.1,6,6.18,5.88,4,0,0.0,0,0.0,1,2.1,4,0.9091372900969897,0.74,0.00026535987854003906,11.431459426879883
3,0,0.42536912751677847,0.17103900109214662,0.3489932885906041,1.0,0.3561368209255533,46,57.3,1,1.76,6,6.04,5.24,4,0,0.0,0,0.0,1,1.76,3,0.7708992893275453,0.62,0.000274658203125,18.982369422912598
4,0,0.3856375838926175,0.09045436309084859,0.3422818791946308,1.0,0.3480885311871227,48,49.66,1,1.72,6,6.06,4.92,4,0,0.0,0,0.0,1,1.72,4,0.7570080742566726,0.56,0.0002765655517578125,21.44527244567871
5,0,0.4038926174496645,0.12412072625764733,0.3422818791946308,1.0,0.35412474849094566,48,49.34,1,1.76,6,6.12,5.0,4,0,0.0,0,0.0,1,1.76,3,0.6246631745450127,0.62,0.0002841949462890625,25.170103073120117
6,0,0.41503355704697986,0.15009784656077776,0.3422818791946308,1.0,0.3661971830985915,48,45.74,1,1.48,6,6.04,4.44,4,0,0.0,0,0.0,1,1.48,2,0.5046720495044484,0.6,0.0002636909484863281,21.216880559921265
7,0,0.4205369127516778,0.17315753599921957,0.3422818791946308,1.0,0.358148893360161,48,44.62,1,1.34,6,6.02,4.28,4,0,0.0,0,0.0,1,1.34,3,0.5194188275056526,0.52,0.0002827644348144531,14.366149425506592
8,0,0.3953020134228187,0.12673906250409153,0.3422818791946308,1.0,0.3561368209255533,48,44.8,1,1.28,6,6.02,4.2,4,0,0.0,0,0.0,1,1.28,3,0.4965184913423648,0.56,0.0002562999725341797,13.923563003540039
9,0,0.38281879194630863,0.09829829978556294,0.3422818791946308,1.0,0.3480885311871227,48,46.58,1,1.32,6,6.08,4.38,4,0,0.0,0,0.0,1,1.32,6,0.7938539422542745,0.42,0.0002872943878173828,10.743631362915039
10,0,0.3884563758389261,0.09359122366908247,0.3422818791946308,1.0,0.35010060362173034,48,45.7,1,1.34,6,6.02,4.3,4,0,0.0,0,0.0,1,1.34,2,0.47851812069840644,0.54,0.00028777122497558594,17.796329975128174
11,0,0.4154362416107382,0.1742344442057254,0.3422818791946308,1.0,0.3480885311871227,48,45.74,1,1.18,6,6.08,4.22,4,0,0.0,0,0.0,1,1.18,2,0.38808793449160356,0.42,0.0002799034118652344,8.065746068954468
12,0,0.3986577181208053,0.15428652934766188,0.3422818791946308,1.0,0.352112676056338,48,47.36,1,1.34,6,6.06,4.4,4,0,0.0,0,0.0,1,1.34,4,0.6883876458946719,0.4,0.0002925395965576172,7.354117393493652
13,0,0.43906040268456364,0.2085471092137389,0.3422818791946308,1.0,0.3561368209255533,48,48.2,1,1.18,6,6.04,4.14,4,0,0.0,0,0.0,1,1.18,3,0.43752550946038726,0.44,0.00028228759765625,11.388413429260254
14,0,0.3853691275167785,0.09501886285367024,0.3422818791946308,1.0,0.35010060362173034,48,48.44,1,1.18,6,6.02,4.08,4,0,0.0,0,0.0,1,1.18,3,0.43752550946038726,0.32,0.0003147125244140625,12.414512634277344
15,0,0.3897986577181207,0.12761451570534943,0.3422818791946308,1.0,0.358148893360161,48,48.92,1,1.2,6,6.04,4.2,4,0,0.0,0,0.0,1,1.2,3,0.45175395145262565,0.38,0.000301361083984375,7.496076583862305
16,0,0.39248322147651005,0.1271860068864971,0.3422818791946308,1.0,0.358148893360161,48,48.44,1,1.2,6,6.0,4.22,4,0,0.0,0,0.0,1,1.2,2,0.40406101782088427,0.46,0.0002906322479248047,17.998189449310303
17,0,0.3919463087248321,0.12714180119425095,0.3422818791946308,1.0,0.35412474849094566,48,47.2,1,1.2,6,6.0,4.22,4,0,0.0,0,0.0,1,1.2,2,0.40406101782088427,0.42,0.0002987384796142578,26.28525137901306
18,0,0.42456375838926164,0.19392517283449623,0.3422818791946308,1.0,0.352112676056338,48,47.32,1,1.12,6,6.0,4.08,4,0,0.0,0,0.0,1,1.12,3,0.38544964466377263,0.36,0.0002949237823486328,7.084185600280762
19,0,0.36429530201342275,0.029804703419600818,0.3422818791946308,0.4429530201342282,0.358148893360161,48,47.26,1,1.22,6,6.04,4.3,4,0,0.0,0,0.0,1,1.22,3,0.46467017049401693,0.34,0.00028634071350097656,16.442306756973267
20,0,0.3539597315436241,0.01985533917971977,0.3422818791946308,0.40268456375838924,0.358148893360161,48,47.18,1,1.18,6,6.06,4.3,4,0,0.0,0,0.0,1,1.18,2,0.38808793449160356,0.32,0.0002803802490234375,12.223649740219116
21,0,0.40295302013422807,0.15387117632504468,0.3422818791946308,1.0,0.3561368209255533,48,46.18,1,1.14,6,6.02,4.08,4,0,0.0,0,0.0,1,1.14,2,0.3505098327538656,0.32,0.00027871131896972656,17.235903024673462
22,0,0.3899328859060402,0.12858086580940004,0.3422818791946308,1.0,0.3621730382293763,48,45.3,1,1.14,6,6.06,4.12,4,0,0.0,0,0.0,1,1.14,3,0.4045657788144656,0.36,0.00030040740966796875,13.426302433013916
23,0,0.41060402684563746,0.1755091430770345,0.3422818791946308,1.0,0.34607645875251514,48,45.18,1,1.08,6,6.02,4.06,4,0,0.0,0,0.0,1,1.08,3,0.34046786536608525,0.24,0.0002872943878173828,17.53363823890686
24,0,0.39503355704697973,0.15512510734235196,0.3422818791946308,1.0,0.35412474849094566,48,44.6,1,1.16,6,6.1,4.26,4,0,0.0,0,0.0,1,1.16,3,0.4677344441069971,0.3,0.00028014183044433594,7.649837255477905
25,0,0.4089932885906039,0.1764802587941937,0.3422818791946308,1.0,0.34607645875251514,48,45.3,1,1.12,6,6.06,4.06,4,0,0.0,0,0.0,1,1.12,3,0.38544964466377263,0.28,0.00027632713317871094,7.305985927581787
26,0,0.38577181208053674,0.12859480734607812,0.3422818791946308,1.0,0.3420523138832998,48,47.36,1,1.06,6,6.02,4.04,4,0,0.0,0,0.0,1,1.06,2,0.23989793748209523,0.24,0.00028252601623535156,7.096299409866333
