run_idx,gen,invalid,valid,avg,std,min,max,fitness_test,best_ind_length,avg_length,best_ind_nodes,avg_nodes,best_ind_depth,avg_depth,avg_used_codons,best_ind_used_codons,selection_time,generation_time,eval_worker_ids,best_phenotype
1,0,13,37,1.0,0.0,1.0,1.0,1.0,34,55.432432432432435,3,1.864864864864865,6,6.513513513513513,5.351351351351352,6,0.0,0.0721278190612793,"5,0,0,4,1,1,2,2,9,3,3,4,12,11,4,5,4,1,6,0,0,6,10,1,7,7,8,8,9,7,13,6,6,6,0,5,1,1,1,4,4,10,0,11,11,10,10,8,3,12","bag ( KNN ( n_neighbors = 50 ) ; n_estimators = 50 , max_features = 1.0 )"
1,1,0,50,1.0,0.0,1.0,1.0,1.0,34,54.42,3,2.16,6,6.66,6.12,6,9.894371032714844e-05,0.09369182586669922,"12,9,6,7,13,2,11,1,0,5,4,8,3,10,8,4,7,9,2,2,1,8,9,11,5,5,12,6,9,3,2,7,7,4,1,2,2,10,10,8,8,7,11,1,3,10,6,9,12","bag ( KNN ( n_neighbors = 50 ) ; n_estimators = 50 , max_features = 1.0 )"
1,2,0,50,1.0,0.0,1.0,1.0,1.0,34,51.78,3,2.16,6,6.8,6.32,6,9.107589721679688e-05,0.09740114212036133,"12,13,2,0,4,7,5,10,3,8,11,1,6,9,1,1,12,12,10,10,10,13,13,0,11,12,12,7,7,7,5,8,1,10,3,6,6,2,5,8,11,10,4,13,9,7,3,2,5","bag ( KNN ( n_neighbors = 50 ) ; n_estimators = 50 , max_features = 1.0 )"
1,3,0,50,1.0,0.0,1.0,1.0,1.0,34,55.0,3,2.58,6,7.16,7.48,6,0.00011372566223144531,0.10263991355895996,"5,11,12,10,7,0,9,1,8,13,2,6,4,3,0,1,8,2,2,9,9,10,5,6,7,11,2,1,13,13,13,6,4,8,3,0,12,2,2,13,11,6,5,13,12,1,2,4,3","bag ( KNN ( n_neighbors = 50 ) ; n_estimators = 50 , max_features = 1.0 )"
1,4,0,50,1.0,0.0,1.0,1.0,1.0,34,51.32,3,2.8,6,7.1,7.76,6,9.608268737792969e-05,0.11173892021179199,"8,11,6,0,2,5,1,9,13,4,3,12,10,7,8,13,3,4,11,11,13,0,9,1,2,13,10,8,5,13,1,11,9,8,0,2,1,6,10,10,11,5,3,9,12,1,0,11,4","bag ( KNN ( n_neighbors = 50 ) ; n_estimators = 50 , max_features = 1.0 )"
1,5,0,50,1.0,0.0,1.0,1.0,1.0,34,60.7,3,3.16,6,7.34,8.82,6,9.846687316894531e-05,0.10507678985595703,"10,8,3,13,5,11,1,2,7,0,12,6,4,9,5,3,6,8,6,3,3,10,3,6,11,12,7,2,9,1,6,0,11,5,12,6,4,10,8,2,13,3,7,7,4,0,1,8,13","bag ( KNN ( n_neighbors = 50 ) ; n_estimators = 50 , max_features = 1.0 )"
2,0,16,34,1.0,0.0,1.0,1.0,1.0,93,57.64705882352941,2,1.9411764705882353,6,6.294117647058823,5.5,5,0.0,0.06364154815673828,"0,0,1,1,4,5,2,2,3,3,8,3,4,4,13,0,0,0,7,5,6,6,5,7,8,8,6,7,9,5,8,9,12,7,11,7,1,1,7,10,2,10,7,1,5,4,4,0,0,0","bag ( LR ( C = 0.1 , max_iter = 2 ) )"
2,1,0,50,1.0,0.0,1.0,1.0,1.0,93,54.26,2,1.78,6,6.36,5.36,5,0.00017261505126953125,0.09021759033203125,"0,11,2,8,6,3,9,5,1,7,4,12,13,10,0,13,13,2,7,7,1,1,5,9,11,11,6,6,6,6,7,7,1,0,2,2,4,4,4,9,8,8,8,10,11,11,5,12,2","bag ( LR ( C = 0.1 , max_iter = 2 ) )"
2,2,0,50,1.0,0.0,1.0,1.0,1.0,93,56.18,2,1.6,6,6.42,5.04,5,0.00014662742614746094,0.08561110496520996,"3,13,7,5,1,0,4,12,11,9,10,2,8,6,8,3,4,3,3,3,13,13,1,10,10,6,0,5,7,11,13,13,2,2,2,3,12,5,5,4,6,10,10,9,9,11,11,0,0","bag ( LR ( C = 0.1 , max_iter = 2 ) )"
2,3,0,50,1.0,0.0,1.0,1.0,1.0,93,53.26,2,1.86,6,6.56,5.82,5,0.0001583099365234375,0.09215879440307617,"0,12,7,8,4,5,2,13,10,3,11,6,1,9,4,4,11,9,8,8,4,6,3,0,10,8,13,13,13,5,9,4,11,11,1,2,10,10,3,3,13,13,0,0,0,10,10,4,9","bag ( LR ( C = 0.1 , max_iter = 2 ) )"
