gen,train_min_mean,train_min_std,train_avg_mean,train_avg_std,train_max_mean,train_max_std,test_mean,test_std,invalid_mean
0,0.3465346534653465,0.017711429524750823,0.5943564356435644,0.06257754722521366,1.0,0.0,0.3625,0.019844741759725785,5.2
1,0.3386138613861386,0.02535890787102117,0.3987128712871288,0.02306016901415249,0.5722772277227722,0.07232468264455316,0.3625,0.018600595228571108,0.0
2,0.3267326732673267,0.022577731190081923,0.3899009900990099,0.027812090909261473,0.5287128712871287,0.07101156862194498,0.3732142857142858,0.009616365727025867,0.0
3,0.3247524752475247,0.017034307459490326,0.3884158415841585,0.037352592350182276,0.6059405940594059,0.21632247274494804,0.37946428571428575,0.014671139933174074,0.0
4,0.32673267326732675,0.025818623386941155,0.3791089108910891,0.014451376071698193,0.6039603960396039,0.1986129729603142,0.37678571428571433,0.014003917090498315,0.0
5,0.32475247524752476,0.02376237623762373,0.3883168316831684,0.024334289215112607,0.601980198019802,0.20978887347562816,0.38035714285714284,0.017267035362333653,0.0
6,0.3287128712871287,0.0191987321085795,0.3836633663366337,0.02997564609622923,0.49504950495049505,0.061033802009593796,0.3723214285714286,0.00919252691159554,0.0
7,0.32673267326732675,0.020768492042973263,0.39772277227722774,0.023525219183956007,0.689108910891089,0.254330207651522,0.38125,0.020084324784289266,0.0
8,0.32673267326732675,0.020768492042973263,0.3866336633663367,0.029975646096229235,0.601980198019802,0.20969539716502325,0.3732142857142858,0.01078843390499515,0.0
9,0.3207920792079208,0.030420379199479614,0.39237623762376245,0.04987249697296301,0.6099009900990099,0.20651101504132577,0.38392857142857145,0.02131667211841665,0.0
10,0.3227722772277228,0.027006300390070976,0.3928712871287129,0.05481215303543868,0.5762376237623762,0.22009613712533074,0.3803571428571429,0.017722708251142163,0.0
11,0.32673267326732675,0.016567525277902447,0.4000990099009901,0.026698548075986237,0.6099009900990099,0.07318700440624289,0.3776785714285714,0.01660810289083775,0.0
12,0.3306930693069307,0.02038738641779601,0.3740594059405941,0.025869072288896025,0.46336633663366333,0.057867878004762216,0.3821428571428571,0.019274136736538317,0.0
13,0.32673267326732675,0.016567525277902447,0.3752475247524753,0.023515633129270495,0.47128712871287126,0.03575340610944116,0.38392857142857145,0.02131667211841665,0.0
14,0.3306930693069307,0.02038738641779601,0.37930693069306937,0.03867651682393333,0.4574257425742575,0.04866616129680992,0.3821428571428571,0.019274136736538317,0.0
15,0.32475247524752476,0.02376237623762373,0.3904950495049505,0.026106340712356988,0.693069306930693,0.2514149742273882,0.37678571428571433,0.01660810289083775,0.0
16,0.3287128712871287,0.018148814633488438,0.38425742574257427,0.01965639552189679,0.6198019801980198,0.19428154592334312,0.38125,0.01842836378620563,0.0
17,0.3207920792079208,0.030420379199479614,0.3840594059405941,0.028101026309358366,0.5346534653465347,0.0772023314440314,0.38392857142857145,0.02131667211841665,0.0
18,0.3227722772277228,0.022227667644201598,0.39188118811881195,0.017509922684366967,0.7089108910891089,0.24070608156867712,0.37857142857142856,0.016799006894845345,0.0
19,0.32475247524752476,0.019198732108579485,0.3874257425742575,0.028504879994685477,0.6277227722772277,0.19518766780755023,0.37678571428571433,0.01660810289083775,0.0
20,0.3227722772277228,0.022227667644201598,0.3871287128712872,0.017774966011890152,0.594059405940594,0.20673874275070397,0.3723214285714286,0.019274136736538317,0.0
