gen,train_min_mean,train_min_std,train_avg_mean,train_avg_std,train_max_mean,train_max_std,test_mean,test_std,invalid_mean
0,0.24074074074074076,0.03562108159568767,0.6046296296296296,0.09189179239146616,1.0,0.0,0.2508333333333333,0.05279678020485718,3.2
1,0.20370370370370372,0.021114359724058108,0.2725925925925926,0.041502144324589964,0.5277777777777779,0.1300258494929034,0.1991666666666667,0.04293082290797086,0.0
2,0.19444444444444442,0.023424278964210225,0.3172222222222222,0.017574064317212288,0.6703703703703704,0.06819241718341468,0.1775,0.02746209508880679,0.0
3,0.18333333333333332,0.03857901232592529,0.2844444444444444,0.07858793228058096,0.6296296296296295,0.21927052023134347,0.18250000000000002,0.029035418983640576,0.0
4,0.17037037037037037,0.02844868795506892,0.27111111111111114,0.049237672797326354,0.6574074074074074,0.20975849984657954,0.16833333333333333,0.017199806200458568,0.0
5,0.15925925925925924,0.030089031128281336,0.21351851851851852,0.04123687803094907,0.43518518518518523,0.1855551859240792,0.16416666666666666,0.01457737973711323,0.0
6,0.15925925925925924,0.030089031128281336,0.19462962962962962,0.03958980345648243,0.27592592592592596,0.06864352960315051,0.1675,0.018333333333333316,0.0
7,0.15555555555555553,0.028926850651506145,0.21222222222222217,0.04372253203962579,0.42407407407407405,0.2926511896317302,0.17083333333333334,0.015365907428821468,0.0
8,0.15370370370370368,0.027216552697590875,0.1974074074074074,0.029382067634717002,0.3481481481481482,0.11364397031530565,0.1675,0.014766704288891113,0.0
9,0.15370370370370368,0.027216552697590875,0.23407407407407405,0.07824901336936117,0.5740740740740742,0.23924033866249864,0.1725,0.01929306150465035,0.0
10,0.15370370370370368,0.027216552697590875,0.20074074074074072,0.03596313460690626,0.4333333333333334,0.14819443721290784,0.1766666666666667,0.021505813167606566,0.0
