feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
-0.07206050831868538,3.408885066234858,0.8811439432187191,2.075629282387275,1.0286623191602016,0.24069477757699942,0.9937358205386098,-2.1447790900636328,2.9570018270113367,0.6612104058885327,2.3803877461644896,-0.5687956945290471,-1.4943093148658522,-1.2026898976554,0.5833347279994645,-2.948429833506341,-3.4813599667356456,0
-3.3860662542033135,2.197165466871996,1.6048031034437176,-3.0218411423287717,0.8008419086796117,3.4982079933066195,4.055426553449324,2.0019430878182956,-0.13126100431607246,-0.4765779360355884,-0.4472243596775238,3.4662287380638435,-0.006290342669338811,0.38403307954625077,3.2921944215366494,-0.7505121638400307,1.9086260987361183,1
-0.8869533562239611,1.8755076259509798,-3.141132043628194,1.2712067114617458,1.1718639270332563,-0.3112080986985024,1.9904335812306018,4.571964520595373,-2.8129002481774887,-0.5475213374142931,-1.6455122451253463,0.0886020138689283,-0.4048469446029259,1.4263070991519406,3.9279143105244945,0.2230158817312471,3.59788518477172,1
1.4303653396999392,0.1417460116704461,0.37212870093270967,2.4991297309597664,-3.9789617038770113,-3.334276790435082,0.3780650079632695,6.264777267994301,2.9472504712537955,-3.0628627235731343,-0.39284389076720727,-0.09424138954675265,-3.9007288300893093,-2.371473344985675,4.125556968043177,-1.7335671824388266,1.188812102317014,1
3.984980209255345,1.7051713577989478,1.6546732964388977,-2.6915554605688783,-2.014299327581956,0.040003034080768884,-5.3764307251752115,-3.0596702209354767,7.569740991920394,-0.6571387051361128,-1.7971436676291046,4.637403451740965,2.4081533478124615,-3.3220811332747413,-3.8145925260298266,-2.3462380875540436,-1.2225377184442892,1
-1.3465364114827243,-0.42806144120995304,1.4027154932152714,0.5019361005352164,3.4161472732827978,-1.3409618633989675,0.7125355887241693,-1.011764734059484,-0.4930296960633469,3.7985554303375704,0.06658882690292169,-2.0182123322438117,-0.41179958271599926,2.6975143039243514,-1.9025091594590946,-1.3324529620239742,0.5791771229155867,1
-1.2475128604616583,-0.4704630369007994,-0.7289048048557887,4.195704096210958,-1.9075527577693463,-2.2984277685210652,-1.5821379765463945,-2.100884789367623,3.844709958770878,1.9750671624781544,0.7164302036574001,-3.9283764890982984,-1.7794849206924956,-4.477771007312221,1.1056727652012792,-1.1780846145360344,2.677018263350773,0
0.8310064682374065,-0.6026371353576132,-1.5318048363054155,4.8883064483883025,-4.507819954473579,-0.14791557481802586,-3.715077402890746,0.3975270463055205,-1.5973558189676904,-0.4870946392638913,-0.7877582576204393,-0.39875776131877294,-0.9400062494736444,-4.270375951377819,-2.9709176303660234,-2.709411184364466,-2.9074348356042483,0
0.8738712204969322,3.540060095391458,-2.6816223126833516,-1.4186955068479334,-4.238996985776277,3.069591261911563,-1.9137743113993353,-4.281210556920433,-4.49318925022254,-0.6048709331388435,-1.1465501637074578,1.104632693727813,2.7635080586760794,3.590988724333986,-3.389618899602783,-3.2535072394568676,1.4591867227689246,0
-3.898495707554617,-0.5017415088962824,-0.10251353171666266,4.110926711632113,0.5721317080498012,3.402626172422345,3.666094355085688,-0.6793839262321499,-1.6154045695160253,3.942251833205879,1.3653287482758214,5.597288245700932,1.3401660392663948,5.093400114524798,-1.5947128678169507,-4.675446996046574,1.294853647209242,1
