model_string,cache_key,hit_count,accuracy,mae,training_time_sec
"bag ( KNN ( n_neighbors = 50 ) ; n_estimators = 50 , max_features = 1.0 )","bag ( KNN ( n_neighbors = 50 ) ; n_estimators = 50 , max_features = 1.0 )",0,0.6176470588235294,0.38235294117647056,0.03763401800097199
"bag ( SVM ( C = 50 , kernel = poly ) )","bag ( SVM ( C = 50 , kernel = poly ) )",0,0.4411764705882353,0.5588235294117647,0.02809367300142185
stack ( RF ( max_depth = 5 ) ),stack ( RF ( max_depth = 5 ) ),2,0.5588235294117647,0.4411764705882353,0.3442122849992302
ada ( XGB ( max_depth = 2 ) ),ada ( XGB ( max_depth = 2 ) ),1,0.5294117647058824,0.47058823529411764,2.040598630999739
vote ( NB ( var_smoothing = 1e-7 ) ),vote ( NB ( var_smoothing = 1e-7 ) ),6,0.6176470588235294,0.38235294117647056,0.0009915179980453104
"stack ( XGB ( n_estimators = 5 , max_depth = 2 ) )","stack ( XGB ( n_estimators = 5 , max_depth = 2 ) )",8,0.6470588235294118,0.3529411764705882,0.07012642400150071
vote ( RF ( max_depth = 10 ) ),vote ( RF ( max_depth = 10 ) ),0,0.5294117647058824,0.47058823529411764,0.08143656899846974
bag ( XGB ( n_estimators = 50 ) ),bag ( XGB ( n_estimators = 50 ) ),3,0.5882352941176471,0.4117647058823529,0.9372652689999086
"ada ( GB ( n_estimators = 5 ) ; n_estimators = 10 , algorithm = SAMME )","ada ( GB ( n_estimators = 5 ) ; n_estimators = 10 , algorithm = SAMME )",0,0.6470588235294118,0.3529411764705882,0.2678680559984059
bag ( KNN ( n_neighbors = 3 ) ; max_features = 0.5 ),bag ( KNN ( n_neighbors = 3 ) ; max_features = 0.5 ),0,0.5294117647058824,0.47058823529411764,0.005907085000217194
"bag ( XGB ( n_estimators = 3 , max_depth = 3 ) ; n_estimators = 3 , max_samples = 0.1 )","bag ( XGB ( n_estimators = 3 , max_depth = 3 ) ; n_estimators = 3 , max_samples = 0.1 )",1,0.6176470588235294,0.38235294117647056,0.018024966997472802
ada ( RF ( max_depth = 50 ) ; n_estimators = 50 ),ada ( RF ( max_depth = 50 ) ; n_estimators = 50 ),0,0.5294117647058824,0.47058823529411764,0.07605714600140345
bag ( NB ( var_smoothing = 1e-9 ) ),bag ( NB ( var_smoothing = 1e-9 ) ),0,0.6176470588235294,0.38235294117647056,0.007515238998166751
"stack ( KNN ( n_neighbors = 2 ) ; final_estimator = NB , cv = 2 )","stack ( KNN ( n_neighbors = 2 ) ; final_estimator = NB , cv = 2 )",0,0.5294117647058824,0.47058823529411764,0.007560957998066442
ada ( XGB ( max_depth = 3 ) ),ada ( XGB ( max_depth = 3 ) ),1,0.5294117647058824,0.47058823529411764,1.934695500000089
ada ( XGB ( n_estimators = 10 ) ),ada ( XGB ( n_estimators = 10 ) ),1,0.5294117647058824,0.47058823529411764,0.3418990640020638
"stack ( DT ( max_depth = 2 , criterion = entropy ) ; cv = 5 )","stack ( DT ( max_depth = 2 , criterion = entropy ) ; cv = 5 )",0,0.5,0.5,0.01340288799838163
"stack ( LR ( C = 0.5 , max_iter = 5 ) , LR ( penalty = elasticnet ) )","stack ( LR ( C = 0.5 , max_iter = 5 ) , LR ( penalty = elasticnet ) )",0,0.47058823529411764,0.5294117647058824,0.16091208700163406
stack ( KNN ( n_neighbors = 3 ) ; cv = 5 ),stack ( KNN ( n_neighbors = 3 ) ; cv = 5 ),0,0.4411764705882353,0.5588235294117647,0.00822408599924529
stack ( KNN ( n_neighbors = 1 ) ),stack ( KNN ( n_neighbors = 1 ) ),5,0.47058823529411764,0.5294117647058824,0.008105699998850469
stack ( SVM ( C = 10 ) ),stack ( SVM ( C = 10 ) ),2,0.5,0.5,0.04961622199698468
bag ( NB ( var_smoothing = 1e-8 ) ; n_estimators = 5 ),bag ( NB ( var_smoothing = 1e-8 ) ; n_estimators = 5 ),0,0.5882352941176471,0.4117647058823529,0.00801310500173713
vote ( KNN ( n_neighbors = 10 ) ),vote ( KNN ( n_neighbors = 10 ) ),0,0.5294117647058824,0.47058823529411764,0.001209140998980729
"stack ( SVM ( C = 0.1 , kernel = poly ) )","stack ( SVM ( C = 0.1 , kernel = poly ) )",0,0.5588235294117647,0.4411764705882353,0.05300904500109027
ada ( NB ( var_smoothing = 1e-7 ) ; learning_rate = 50 ),ada ( NB ( var_smoothing = 1e-7 ) ; learning_rate = 50 ),0,0.20588235294117646,0.7941176470588236,0.004745333000755636
vote ( KNN ( n_neighbors = 3 ) ),vote ( KNN ( n_neighbors = 3 ) ),0,0.4411764705882353,0.5588235294117647,0.001428035000571981
"vote ( DT ( max_depth = 5 , min_samples_split = 0.4 ) )","vote ( DT ( max_depth = 5 , min_samples_split = 0.4 ) )",0,0.5294117647058824,0.47058823529411764,0.004133232003368903
