gen,train_min_mean,train_min_std,train_avg_mean,train_avg_std,train_max_mean,train_max_std,test_mean,test_std,invalid_mean
0,0.3283482142857143,0.014567190713401554,0.5980089285714286,0.036020070404411686,1.0,0.0,0.3645875251509054,0.02089651289330741,27.8
1,0.31830357142857146,0.014880208314731224,0.40060044642857146,0.014052345220999242,1.0,0.0,0.36448692152917517,0.021419595516689555,0.05
2,0.3107142857142857,0.014424548590538863,0.3949419642857142,0.014960587438290127,0.9191964285714285,0.16269795144872673,0.3733400402414487,0.03340570489533709,0.15
3,0.3098214285714286,0.013716331692622524,0.38357366071428567,0.013938036754959039,0.9151785714285714,0.17151806629718794,0.36156941649899405,0.024371006741209022,0.05
4,0.30379464285714286,0.014972005658691076,0.3847142857142857,0.022438231896425232,0.9348214285714285,0.1553507285211139,0.3635814889336016,0.02225228401348099,0.2
5,0.30245535714285715,0.015456682702914337,0.38547544642857146,0.019777381657217492,0.9647321428571429,0.1058035714285714,0.3603621730382294,0.02267401203741603,0.3
6,0.30066964285714287,0.01541795217797243,0.376921875,0.016091712614995656,0.9203125,0.16103189722173564,0.3718309859154929,0.034491640302720276,0.05
7,0.29933035714285716,0.0162487121742441,0.37353571428571436,0.01785304417247912,0.8366071428571429,0.2263282788250694,0.3665995975855131,0.021741557600386475,0.05
8,0.29933035714285716,0.0162487121742441,0.3814263392857143,0.03384225826500718,0.8491071428571428,0.2078536143539486,0.3654929577464789,0.023911303227749817,0.15
9,0.2984375,0.016358729161227898,0.3757723214285714,0.02598183641510498,0.9392857142857143,0.14547270765841064,0.36408450704225354,0.022164555593674622,0.15
10,0.2975446428571428,0.016236442048141356,0.3687700892857143,0.02347008990560066,0.8982142857142857,0.1788201393003253,0.3639839034205231,0.01742389671695956,0.1
11,0.2975446428571428,0.016236442048141356,0.3765379464285714,0.03378180331144114,0.9113839285714285,0.17901326477009444,0.36177062374245467,0.01981252897398981,0.15
12,0.29709821428571426,0.016309924341188883,0.3745580357142857,0.034163836867683414,0.9341517857142858,0.16032862332891754,0.3639839034205232,0.01832974797044787,0.3
13,0.29709821428571426,0.016309924341188883,0.37120312499999997,0.02982567026011724,0.8970982142857142,0.1804337874185968,0.3674044265593562,0.019092436481732724,0.2
14,0.29709821428571426,0.016309924341188883,0.3691428571428571,0.028282775990513966,0.7678571428571428,0.23536991212921476,0.36388329979879275,0.017693371491683024,0.15
15,0.29553571428571423,0.016739583267189866,0.37104464285714284,0.023360039514300792,0.8604910714285715,0.21687826686212097,0.3618712273641851,0.018716329799885842,0.2
16,0.29553571428571423,0.016739583267189866,0.36994196428571424,0.03219217168148421,0.8258928571428573,0.24018935849382148,0.3645875251509055,0.017127452672056672,0.2
17,0.29508928571428567,0.017052168977485946,0.3716830357142857,0.030544403721346428,0.8765625,0.19078894234145335,0.3634808853118712,0.019322967769628704,0.15
