run_idx,gen,invalid,valid,avg,std,min,max,fitness_test,best_ind_length,avg_length,best_ind_nodes,avg_nodes,best_ind_depth,avg_depth,avg_used_codons,best_ind_used_codons,selection_time,generation_time,eval_worker_ids,best_phenotype
1,0,25,75,0.5755803571428573,0.2705911475209586,0.3392857142857143,1.0,0.3702213279678068,45,57.42666666666667,2,1.76,7,6.4,5.2,6,0.0,17.779006481170654,"11,0,0,12,13,3,1,1,9,2,2,8,4,5,10,6,7,3,4,4,5,6,5,7,1,1,7,7,5,0,0,5,5,1,5,1,5,7,7,1,0,8,9,7,7,7,7,9,7,10,10,9,7,7,7,0,5,8,8,0,6,0,8,8,8,8,1,1,1,2,2,2,11,1,2,2,2,2,11,4,4,11,11,1,4,12,12,11,5,5,12,11,11,12,12,12,4,6,6,6","stack ( XGB ( n_estimators = 5 , max_depth = 2 ) )"
1,1,0,100,0.3948214285714286,0.1032250982967192,0.3392857142857143,1.0,0.3702213279678068,45,54.07,2,1.98,7,6.55,5.88,6,0.00019311904907226562,9.180949449539185,"5,1,12,4,8,11,7,0,6,13,3,9,10,2,9,0,8,11,0,3,3,3,12,11,9,6,1,1,8,8,7,7,4,4,4,10,13,4,4,4,4,4,12,4,4,4,4,1,1,10,10,12,4,10,4,4,3,13,13,13,13,3,4,4,4,4,4,1,4,4,4,4,4,4,4,4,1,3,6,6,6,0,3,3,6,1,8,8,8,8,12,12,8,13,8,8,0,0,0","stack ( XGB ( n_estimators = 5 , max_depth = 2 ) )"
1,2,0,100,0.38495535714285717,0.10512962532897765,0.3303571428571429,1.0,0.3843058350100603,23,51.18,6,1.92,10,6.44,5.73,19,0.00018477439880371094,15.632500886917114,"0,12,8,5,4,6,3,13,7,10,2,1,11,9,12,2,5,0,7,9,3,10,2,12,9,12,5,3,10,11,11,8,3,9,0,10,9,11,8,8,8,2,2,6,2,1,1,1,6,3,3,3,1,10,6,6,6,8,8,2,2,10,10,10,10,10,10,10,10,10,9,9,9,9,9,6,9,9,9,9,9,9,5,5,5,6,6,6,6,6,5,6,6,6,6,6,6,6,6","stack ( XGB ( max_depth = 2 ) , DT ( max_depth = 2 ) , XGB ( n_estimators = 50 ) , KNN ( n_neighbors = 50 ) ; final_estimator = GB , cv = 10 )"
1,3,0,100,0.36785714285714294,0.052682354585704284,0.3303571428571429,0.59375,0.3843058350100603,23,48.23,6,2.43,10,6.87,7.08,19,0.00018095970153808594,5.191140174865723,"6,9,0,1,11,3,8,4,13,2,10,12,7,5,3,2,0,1,11,12,6,6,1,1,6,7,9,3,10,12,9,9,12,3,8,12,9,3,12,9,13,13,13,4,2,7,7,7,10,8,8,9,13,4,13,4,4,4,2,4,7,2,4,4,4,4,0,0,13,13,13,2,7,0,0,0,0,0,0,4,0,4,4,7,7,4,4,0,11,0,0,6,11,0,4,6,11,11,11","stack ( XGB ( max_depth = 2 ) , DT ( max_depth = 2 ) , XGB ( n_estimators = 50 ) , KNN ( n_neighbors = 50 ) ; final_estimator = GB , cv = 10 )"
1,4,1,99,0.36968750000000006,0.07860869398336552,0.3214285714285714,1.0,0.39235412474849096,57,47.14141414141414,7,2.7676767676767677,10,7.05050505050505,7.909090909090909,21,0.00018405914306640625,5.697489023208618,"11,4,6,9,2,7,10,3,12,8,0,13,5,1,3,10,12,11,7,5,11,5,9,1,6,9,7,1,1,7,12,7,10,1,10,1,3,8,3,0,6,12,12,12,0,2,11,11,11,5,5,0,0,12,4,4,7,10,10,7,7,10,12,7,12,12,4,10,12,7,10,1,10,4,7,1,10,7,1,1,1,10,7,7,7,7,10,7,10,10,7,10,7,6,6,6,6,6,6","stack ( XGB ( max_depth = 2 ) , DT ( max_depth = 2 ) , XGB ( n_estimators = 50 ) , XGB ( n_estimators = 5 , max_depth = 2 ) ; final_estimator = KNN , cv = 5 )"
1,5,1,99,0.3920089285714286,0.13299480285370907,0.3214285714285714,1.0,0.39235412474849096,57,47.06060606060606,7,3.01010101010101,10,7.141414141414141,8.404040404040405,21,0.0002956390380859375,3.5194694995880127,"6,9,8,10,4,5,2,11,3,7,1,0,13,12,4,3,10,8,8,10,8,8,8,8,6,5,2,6,6,6,10,6,1,9,9,8,10,13,13,6,5,5,5,5,7,9,1,1,1,6,13,8,8,8,7,7,5,7,5,7,10,4,6,4,1,8,8,1,7,10,6,4,4,4,9,9,4,8,7,13,7,7,7,9,9,8,9,1,1,1,13,6,13,1,13,9,9,9,9","stack ( XGB ( max_depth = 2 ) , DT ( max_depth = 2 ) , XGB ( n_estimators = 50 ) , XGB ( n_estimators = 5 , max_depth = 2 ) ; final_estimator = KNN , cv = 5 )"
1,6,0,100,0.36625,0.07169570583161781,0.3214285714285714,1.0,0.39235412474849096,57,49.55,7,3.52,10,7.7,10.48,21,0.0001773834228515625,19.124033451080322,"9,13,6,1,4,11,2,5,3,8,10,12,0,7,3,8,2,5,1,8,3,3,3,3,11,7,6,11,10,8,11,11,11,11,12,5,10,10,12,10,12,1,1,10,6,10,13,13,1,1,6,1,3,12,6,3,3,6,8,3,6,10,10,10,10,8,7,7,4,0,0,1,1,7,7,7,7,12,12,12,12,12,7,12,5,5,10,10,10,10,10,10,10,2,2,4,4,6,6","stack ( XGB ( max_depth = 2 ) , DT ( max_depth = 2 ) , XGB ( n_estimators = 50 ) , XGB ( n_estimators = 5 , max_depth = 2 ) ; final_estimator = KNN , cv = 5 )"
1,7,0,100,0.36888392857142854,0.0731616072463724,0.3214285714285714,1.0,0.39235412474849096,57,51.95,7,3.58,10,7.78,10.71,21,0.0003101825714111328,10.968510866165161,"6,11,13,7,8,2,0,4,12,9,5,10,1,3,12,13,10,3,9,2,3,13,1,13,1,13,1,13,2,4,7,4,2,2,2,13,13,13,13,13,4,2,11,11,11,11,11,4,10,10,10,10,10,10,10,1,1,8,8,6,6,6,6,6,6,7,7,3,1,1,1,13,13,13,13,8,8,3,5,6,13,6,6,7,6,6,6,7,7,13,1,1,1,1,12,1,1,7,13","stack ( XGB ( max_depth = 2 ) , DT ( max_depth = 2 ) , XGB ( n_estimators = 50 ) , XGB ( n_estimators = 5 , max_depth = 2 ) ; final_estimator = KNN , cv = 5 )"
1,8,2,98,0.3766517857142857,0.09631618574838471,0.3214285714285714,1.0,0.39235412474849096,57,52.87755102040816,7,3.7857142857142856,10,8.020408163265307,11.63265306122449,21,0.00022673606872558594,11.99682068824768,"13,3,7,11,4,0,9,10,2,12,8,1,6,5,4,1,0,1,1,9,12,9,13,12,5,9,11,10,10,11,9,9,9,9,0,0,10,13,8,0,10,10,10,10,0,8,0,10,10,10,8,9,9,5,9,11,11,11,12,11,11,12,12,7,10,10,6,13,13,13,13,13,13,13,5,4,4,4,4,4,12,12,4,12,12,0,0,3,1,1,8,8,12,12,11,4,11,4,7","stack ( XGB ( max_depth = 2 ) , DT ( max_depth = 2 ) , XGB ( n_estimators = 50 ) , XGB ( n_estimators = 5 , max_depth = 2 ) ; final_estimator = KNN , cv = 5 )"
1,9,0,100,0.3590625,0.04180848261716753,0.3169642857142857,0.6160714285714286,0.3843058350100603,87,58.98,11,4.27,15,8.47,13.32,38,0.0002789497375488281,14.786066770553589,"7,1,6,10,5,12,9,13,11,0,4,8,3,2,10,5,12,6,9,13,5,10,10,1,10,0,0,2,1,10,10,5,10,10,10,7,6,6,8,8,6,10,10,10,10,10,5,0,9,5,5,9,9,9,7,4,13,13,13,10,12,1,1,11,8,8,8,7,3,3,3,3,4,4,0,0,11,11,11,11,12,9,9,9,9,9,9,9,13,13,13,5,5,5,2,2,0,7,7","stack ( XGB ( max_depth = 2 ) , DT ( max_depth = 2 ) , XGB ( n_estimators = 50 ) , XGB ( n_estimators = 2 ) , DT ( max_depth = 10 ) , NB ( var_smoothing = 1e-7 ) , KNN ( n_neighbors = 50 ) , SVM ( C = 50 , kernel = sigmoid ) , GB ( n_estimators = 1 ) ; final_estimator = NB )"
