gen,train_min_mean,train_min_std,train_avg_mean,train_avg_std,train_max_mean,train_max_std,test_mean,test_std,invalid_mean
0,0.08712871287128712,0.030291205031244266,0.48796039603960406,0.07434385992717672,1.0,0.0,0.10267857142857144,0.025253813613805284,15.4
1,0.07524752475247524,0.02627029536915166,0.18003960396039603,0.03976352016026414,0.7940594059405941,0.2525354228424532,0.08303571428571428,0.013422586052118666,0.0
2,0.0693069306930693,0.019801980198019774,0.15643564356435644,0.04210312657424307,0.7683168316831683,0.30648962239914224,0.09017857142857141,0.014229801295097511,0.0
3,0.0613861386138614,0.022050551932000062,0.14047524752475246,0.02540111697261606,0.693069306930693,0.2688989338101854,0.08928571428571427,0.01262690680690263,0.0
4,0.05940594059405944,0.0216919824754521,0.16724752475247526,0.04478516286299991,0.9009900990099009,0.19801980198019803,0.0794642857142857,0.017267035362333667,0.0
5,0.05940594059405944,0.0216919824754521,0.1457029702970297,0.03607840366016241,1.0,0.0,0.0875,0.020084324784289283,0.0
6,0.057425742574257456,0.023762376237623745,0.14502970297029702,0.03349769366441833,0.6693069306930692,0.27691637396298363,0.07767857142857142,0.01708136291938302,0.0
7,0.057425742574257456,0.023762376237623745,0.14146534653465345,0.03474818173246453,0.8831683168316833,0.23366336633663362,0.08125,0.015309310892394857,0.2
8,0.055445544554455474,0.02392682371008824,0.1297029702970297,0.03671246541905592,0.7881188118811882,0.2710485327884146,0.08303571428571428,0.01988487272439295,0.0
9,0.055445544554455474,0.02392682371008824,0.13473267326732674,0.038623223033739294,0.6732673267326732,0.27800456927043776,0.08928571428571427,0.01872872943160986,0.0
10,0.055445544554455474,0.02392682371008824,0.12982178217821783,0.0389175365297466,0.6277227722772277,0.31668313349233745,0.0794642857142857,0.01336306209562122,0.0
11,0.05346534653465349,0.025513066785594292,0.12803960396039607,0.039958139060382994,0.7544554455445545,0.3282234218419261,0.08303571428571425,0.017990572928223102,0.0
12,0.05346534653465349,0.025513066785594292,0.1438019801980198,0.033597466072568666,1.0,0.0,0.08214285714285711,0.013716331692622518,0.0
13,0.05346534653465349,0.025513066785594292,0.1341782178217822,0.0393133097050939,0.6534653465346534,0.2869579553700879,0.08482142857142856,0.018514679779756914,0.0
14,0.05148514851485151,0.026120605857966158,0.13231683168316832,0.04955631394819578,0.7485148514851485,0.3193955667905894,0.08392857142857142,0.016317559716515224,0.0
15,0.05148514851485151,0.026120605857966158,0.1211089108910891,0.04069537706351584,0.5267326732673268,0.26033391571556114,0.08303571428571425,0.016608102890837736,0.0
16,0.05148514851485151,0.026120605857966158,0.12574257425742577,0.03539827591079984,0.7207920792079208,0.23028264174426347,0.08124999999999998,0.017722708251142142,0.0
17,0.04950495049504953,0.028004228957883057,0.13782178217821783,0.05568505552905197,0.8455445544554456,0.3089108910891089,0.07857142857142858,0.010788433904995162,0.0
18,0.04950495049504953,0.028004228957883057,0.12328712871287131,0.043714341273512966,0.7485148514851485,0.3193955667905894,0.08392857142857144,0.017267035362333694,0.0
19,0.04950495049504953,0.028004228957883057,0.11449504950495049,0.06204632539837973,0.401980198019802,0.3057851506803915,0.0857142857142857,0.015821468880954773,0.0
20,0.04950495049504953,0.028004228957883057,0.12594059405940597,0.06211802598315499,0.5683168316831683,0.3539295839251277,0.08482142857142858,0.018728729431609862,0.0
