run_idx,gen,invalid,valid,avg,std,min,max,fitness_test,best_ind_length,avg_length,best_ind_nodes,avg_nodes,best_ind_depth,avg_depth,avg_used_codons,best_ind_used_codons,selection_time,generation_time,eval_worker_ids,best_phenotype
1,0,13,37,0.6975,0.41398595990685483,0.03125,1.0,0.04895104895104896,85,55.432432432432435,2,1.864864864864865,7,6.513513513513513,5.351351351351352,6,0.0,2.032064914703369,"11,0,0,12,13,0,0,0,2,1,1,0,2,1,10,3,3,4,4,4,4,5,9,5,5,5,6,6,6,8,7,7,8,7,7,7,7,7,7,7,4,4,4,3,3,9,9,2,2,6",stack ( KNN ( n_neighbors = 3 ) ; cv = 5 )
1,1,0,50,0.32,0.4089004883526064,0.03125,1.0,0.04895104895104896,85,51.0,2,2.3,7,6.62,6.28,6,0.00010967254638671875,1.3428564071655273,"6,3,9,8,1,4,2,5,10,0,7,11,12,13,3,1,12,2,2,2,2,10,3,9,5,5,5,10,7,3,3,10,3,11,0,12,11,9,8,9,9,9,5,7,9,9,9,6,2",stack ( KNN ( n_neighbors = 3 ) ; cv = 5 )
1,2,0,50,0.08625,0.1876364087137675,0.03125,1.0,0.04895104895104896,85,57.46,2,2.3,7,6.96,6.46,6,9.632110595703125e-05,0.7666797637939453,"2,9,3,5,12,8,1,7,10,11,4,13,6,0,12,12,10,3,6,5,1,13,4,11,5,5,11,5,10,9,9,13,12,12,7,7,6,7,4,8,7,7,9,7,6,6,1,0,1",stack ( KNN ( n_neighbors = 3 ) ; cv = 5 )
1,3,0,50,0.08,0.18884000337587373,0.015625,1.0,0.04195804195804198,45,62.04,2,2.32,7,7.06,6.72,6,9.72747802734375e-05,0.8545229434967041,"1,13,0,10,5,3,6,12,7,8,11,4,2,9,11,5,10,3,13,8,2,4,1,4,12,5,10,8,3,3,12,3,2,10,8,10,8,13,10,13,10,2,13,3,4,1,11,11,13",stack ( KNN ( n_neighbors = 5 ) ; cv = 10 )
1,4,0,50,0.0584375,0.13613706615484997,0.015625,1.0,0.04195804195804198,45,60.76,2,2.44,7,7.1,6.94,6,0.00014925003051757812,1.4362032413482666,"13,1,3,4,11,6,5,8,7,0,12,2,10,9,9,13,10,12,1,9,13,5,10,2,13,10,12,9,5,2,2,5,8,8,0,5,9,4,9,6,4,9,9,7,9,4,4,4,5",stack ( KNN ( n_neighbors = 5 ) ; cv = 10 )
1,5,0,50,0.115625,0.2618108513316436,0.015625,1.0,0.04195804195804198,45,56.78,2,2.5,7,7.02,6.72,6,9.894371032714844e-05,1.0382685661315918,"5,4,9,8,3,7,12,6,10,0,1,11,13,2,6,12,0,9,11,7,1,4,12,6,0,9,9,1,4,4,7,0,0,8,7,7,11,11,5,4,4,11,9,12,9,6,0,9,6",stack ( KNN ( n_neighbors = 5 ) ; cv = 10 )
2,0,16,34,0.786875,0.38952043832769545,0.015625,1.0,0.020979020979020935,81,57.64705882352941,2,1.9411764705882353,6,6.294117647058823,5.5,6,0.0,0.43732428550720215,"0,0,0,0,1,1,2,2,3,0,3,4,3,4,5,3,3,5,6,4,4,13,3,6,5,3,6,8,7,7,4,6,8,3,3,7,10,9,9,7,10,9,9,7,12,3,9,3,7,11",bag ( LR ( C = 0.1 ) ; max_features = 1.0 )
2,1,0,50,0.3225,0.43326927611475063,0.015625,1.0,0.034965034965035,81,55.72,2,2.06,6,6.26,5.78,6,0.0001010894775390625,1.0785939693450928,"11,7,12,9,6,10,3,8,4,1,2,5,13,0,13,6,9,3,3,5,9,12,12,12,12,13,2,6,12,12,3,2,13,2,12,9,9,9,0,2,6,6,6,2,2,2,6,13,13",bag ( LR ( C = 0.1 ) ; max_features = 1.0 )
2,2,0,50,0.0903125,0.23527514643763373,0.015625,1.0,0.034965034965035,81,58.76,2,2.38,6,6.5,6.5,6,0.0001289844512939453,0.7929949760437012,"13,6,3,1,10,12,0,2,7,9,4,8,11,5,12,8,7,7,4,2,2,2,2,7,6,2,7,11,13,3,3,1,3,1,3,6,2,3,6,9,4,6,6,0,6,0,8,5,0",bag ( LR ( C = 0.1 ) ; max_features = 1.0 )
2,3,0,50,0.11,0.2667432344502855,0.015625,1.0,0.020979020979020935,81,65.04,2,2.88,6,6.64,7.62,6,0.0001513957977294922,2.5820019245147705,"0,3,1,5,4,12,2,9,8,7,6,13,11,10,3,8,9,8,3,2,6,8,2,3,4,13,7,13,12,11,10,11,3,12,3,11,10,10,11,2,6,1,11,10,2,11,2,1,10",bag ( LR ( C = 0.1 ) ; max_features = 1.0 )
2,4,0,50,0.086875,0.23618385317375107,0.015625,1.0,0.04195804195804198,81,63.16,2,2.94,6,6.46,7.66,6,9.560585021972656e-05,2.247051954269409,"1,10,2,12,8,11,7,13,0,3,6,9,4,5,1,3,5,13,0,0,9,5,5,7,10,5,5,6,0,6,11,13,2,13,2,13,13,5,7,5,1,7,5,8,9,8,10,1,9",bag ( LR ( C = 0.1 ) ; max_features = 1.0 )
2,5,0,50,0.145625,0.31612645808283746,0.015625,1.0,0.020979020979020935,81,66.94,2,3.36,6,6.76,8.68,6,0.00010085105895996094,3.6586790084838867,"8,7,10,5,1,9,13,11,3,2,4,6,0,12,7,4,0,9,5,10,6,10,6,10,10,13,2,10,10,12,1,7,1,10,5,5,5,5,9,10,3,3,6,3,0,5,2,1,5",bag ( LR ( C = 0.1 ) ; max_features = 1.0 )
