gen,invalid,valid,avg,std,min,max,fitness_test,best_ind_length,avg_length,best_ind_nodes,avg_nodes,best_ind_depth,avg_depth,avg_used_codons,best_ind_used_codons,selection_time,generation_time,best_phenotype
0,4,16,0.5445544554455445,0.23228322057212167,0.3564356435643564,1.0,0.3705357142857143,23,52.3125,2,1.5625,6,6.3125,4.9375,6,0.0,3.8166258335113525,ada ( RF ( max_depth = 2 ) ; n_estimators = 2 )
1,0,20,0.4168316831683169,0.057893282796212746,0.3465346534653465,0.6039603960396039,0.3794642857142857,61,42.35,1,1.75,6,6.2,5.0,4,7.700920104980469e-05,7.2477781772613525,bag ( RF ( max_depth = 1 ) )
2,0,20,0.40693069306930696,0.054850055384017986,0.3465346534653465,0.5643564356435644,0.3883928571428571,61,48.65,1,1.75,6,6.3,5.1,4,7.963180541992188e-05,3.2959258556365967,bag ( RF ( max_depth = 1 ) )
3,0,20,0.408910891089109,0.07269646485457673,0.3267326732673267,0.594059405940594,0.4017857142857143,58,47.75,1,2.15,6,6.35,5.8,3,9.655952453613281e-05,2.6591789722442627,bag ( KNN ( n_neighbors = 200 ) )
4,0,20,0.39306930693069314,0.04213450065535291,0.3267326732673267,0.5346534653465347,0.4017857142857143,58,49.25,1,1.65,6,6.15,4.9,3,8.106231689453125e-05,4.966864109039307,bag ( KNN ( n_neighbors = 200 ) )
5,0,20,0.40297029702970305,0.06332764908097976,0.3267326732673267,0.5841584158415842,0.4107142857142857,58,53.8,1,1.85,6,6.1,5.35,3,0.00029969215393066406,4.470335483551025,bag ( KNN ( n_neighbors = 200 ) )
6,0,20,0.40891089108910894,0.07409884056264421,0.3267326732673267,0.594059405940594,0.3794642857142857,58,58.95,1,2.45,6,6.3,6.85,3,0.0001277923583984375,14.686668157577515,bag ( KNN ( n_neighbors = 200 ) )
7,0,20,0.4356435643564357,0.13524911933884504,0.3267326732673267,1.0,0.4151785714285714,58,57.3,1,2.35,6,6.25,6.6,3,8.058547973632812e-05,24.957784414291382,bag ( KNN ( n_neighbors = 200 ) )
8,0,20,0.4118811881188119,0.06365959368585547,0.3267326732673267,0.594059405940594,0.375,58,58.75,1,2.25,6,6.1,6.35,3,8.678436279296875e-05,19.094237804412842,bag ( KNN ( n_neighbors = 200 ) )
9,0,20,0.4628712871287129,0.18974996317431647,0.3267326732673267,1.0,0.4107142857142857,58,55.75,1,2.65,6,6.35,7.2,3,8.273124694824219e-05,15.723057985305786,bag ( KNN ( n_neighbors = 200 ) )
10,0,20,0.47871287128712864,0.18065644549501206,0.3267326732673267,1.0,0.3928571428571429,58,58.65,1,2.85,6,6.55,8.0,3,8.225440979003906e-05,9.206457138061523,bag ( KNN ( n_neighbors = 200 ) )
11,0,20,0.4247524752475248,0.06844585319882919,0.3267326732673267,0.6534653465346535,0.3794642857142857,58,55.45,1,2.7,6,6.55,7.75,3,9.751319885253906e-05,16.430344343185425,bag ( KNN ( n_neighbors = 200 ) )
12,0,20,0.3881188118811882,0.03466760673269623,0.3267326732673267,0.4752475247524752,0.4017857142857143,58,59.85,1,2.95,6,6.15,7.15,3,9.179115295410156e-05,3.5029351711273193,bag ( KNN ( n_neighbors = 200 ) )
13,0,20,0.4034653465346535,0.04280103085591728,0.3267326732673267,0.48514851485148514,0.4107142857142857,58,61.65,1,2.65,6,6.0,6.6,3,8.821487426757812e-05,8.303568363189697,bag ( KNN ( n_neighbors = 200 ) )
14,0,20,0.39009900990099017,0.028074152235164036,0.3267326732673267,0.4356435643564357,0.4017857142857143,58,60.2,1,2.65,6,6.05,6.55,3,0.00012755393981933594,8.611820936203003,bag ( KNN ( n_neighbors = 200 ) )
15,0,20,0.41732673267326736,0.13734479169129432,0.3267326732673267,1.0,0.375,58,60.65,1,2.8,6,6.25,7.15,3,8.106231689453125e-05,16.199429273605347,bag ( KNN ( n_neighbors = 200 ) )
16,0,20,0.4014851485148515,0.05708974768087228,0.3267326732673267,0.5346534653465347,0.3973214285714286,58,61.9,1,3.0,6,6.4,7.7,3,8.344650268554688e-05,2.8426764011383057,bag ( KNN ( n_neighbors = 200 ) )
17,0,20,0.43168316831683173,0.07285137480850358,0.3267326732673267,0.6039603960396039,0.4107142857142857,58,64.1,1,2.8,6,6.85,8.3,3,8.463859558105469e-05,2.8447351455688477,bag ( KNN ( n_neighbors = 200 ) )
18,0,20,0.3975247524752476,0.04085583309795107,0.3267326732673267,0.48514851485148514,0.3839285714285714,58,62.55,1,2.75,6,6.5,7.6,3,0.00010061264038085938,5.168750047683716,bag ( KNN ( n_neighbors = 200 ) )
19,0,20,0.4133663366336634,0.07274869962229988,0.3267326732673267,0.6336633663366337,0.375,58,63.3,1,3.0,6,6.75,8.6,3,8.630752563476562e-05,11.275102615356445,bag ( KNN ( n_neighbors = 200 ) )
20,0,20,0.4133663366336634,0.06260957456784007,0.3267326732673267,0.5643564356435644,0.3526785714285714,58,63.2,1,2.3,6,6.2,6.4,3,8.606910705566406e-05,9.807664394378662,bag ( KNN ( n_neighbors = 200 ) )
