model_string,cache_key,hit_count,accuracy,mae,training_time_sec
bag ( KNN ( n_neighbors = 50 ) ; voting = soft ),bag ( KNN ( n_neighbors = 50 ) ; voting = soft ),1,0.6339285714285714,0.3660714285714286,0.02411089599991101
"bag ( SVM ( C = 100 , kernel = poly ) )","bag ( SVM ( C = 100 , kernel = poly ) )",1,0.6428571428571429,0.3571428571428571,1.117756105000126
stack ( RF ( max_depth = 50 ) ),stack ( RF ( max_depth = 50 ) ),0,0.6160714285714286,0.3839285714285714,1.642254444000173
vote ( NB ( var_smoothing = 1e-7 ) ),vote ( NB ( var_smoothing = 1e-7 ) ),0,0.6071428571428571,0.3928571428571429,0.002403441000069506
vote ( RF ( max_depth = 10 ) ),vote ( RF ( max_depth = 10 ) ),0,0.6294642857142857,0.3705357142857143,0.2515562759999739
ada ( GB ( n_estimators = 50 ) ; n_estimators = 10 ),ada ( GB ( n_estimators = 50 ) ; n_estimators = 10 ),1,0.6026785714285714,0.3973214285714286,1.340231562000099
bag ( KNN ( n_neighbors = 10 ) ; n_estimators = 1 ),bag ( KNN ( n_neighbors = 10 ) ; n_estimators = 1 ),1,0.5758928571428571,0.4241071428571429,0.003309666999939509
ada ( RF ( max_depth = 2 ) ; n_estimators = 2 ),ada ( RF ( max_depth = 2 ) ; n_estimators = 2 ),2,0.6294642857142857,0.3705357142857143,0.402057245999913
bag ( NB ( var_smoothing = 1e-9 ) ),bag ( NB ( var_smoothing = 1e-9 ) ),2,0.6205357142857143,0.3794642857142857,0.024808247999999367
stack ( KNN ( n_neighbors = 200 ) ; n_estimators = 3 ),stack ( KNN ( n_neighbors = 200 ) ; n_estimators = 3 ),1,0.625,0.375,0.05870039299998098
stack ( RF ( n_estimators = 2 ) ),stack ( RF ( n_estimators = 2 ) ),0,0.59375,0.40625,0.07924174299978404
stack ( LR ( penalty = l1 ) ),stack ( LR ( penalty = l1 ) ),0,0.6339285714285714,0.3660714285714286,0.06038225599991165
bag ( KNN ( n_neighbors = 50 ) ; n_estimators = 2 ),bag ( KNN ( n_neighbors = 50 ) ; n_estimators = 2 ),1,0.6294642857142857,0.3705357142857143,0.004293220000135989
"bag ( SVM ( C = 10 , kernel = sigmoid ) )","bag ( SVM ( C = 10 , kernel = sigmoid ) )",0,0.5580357142857143,0.4419642857142857,0.20392129799984104
bag ( LR ( C = 10 ) ),bag ( LR ( C = 10 ) ),0,0.6294642857142857,0.3705357142857143,0.7305952060000891
stack ( RF ( max_depth = 100 ) ),stack ( RF ( max_depth = 100 ) ),1,0.6160714285714286,0.3839285714285714,1.6219632439999714
