model_string,cache_key,hit_count,accuracy,mae,training_time_sec
"bag ( KNN ( n_neighbors = 50 ) ; n_estimators = 50 , max_features = 1.0 )","bag ( KNN ( n_neighbors = 50 ) ; n_estimators = 50 , max_features = 1.0 )",8,0.6607142857142857,0.3392857142857143,0.13693138600001475
"bag ( SVM ( C = 50 , kernel = poly ) )","bag ( SVM ( C = 50 , kernel = poly ) )",0,0.6428571428571429,0.3571428571428571,0.8735849250000456
stack ( RF ( max_depth = 5 ) ),stack ( RF ( max_depth = 5 ) ),2,0.6383928571428571,0.3616071428571429,1.2513745939999694
vote ( NB ( var_smoothing = 1e-7 ) ),vote ( NB ( var_smoothing = 1e-7 ) ),0,0.6071428571428571,0.3928571428571429,0.0024883780000095612
vote ( RF ( max_depth = 10 ) ),vote ( RF ( max_depth = 10 ) ),0,0.6294642857142857,0.3705357142857143,0.24731113900003265
"ada ( GB ( n_estimators = 5 ) ; n_estimators = 10 , algorithm = SAMME )","ada ( GB ( n_estimators = 5 ) ; n_estimators = 10 , algorithm = SAMME )",2,0.6517857142857143,0.3482142857142857,0.17108590899999854
bag ( KNN ( n_neighbors = 3 ) ; max_features = 0.5 ),bag ( KNN ( n_neighbors = 3 ) ; max_features = 0.5 ),1,0.6160714285714286,0.3839285714285714,0.022505566999996063
ada ( RF ( max_depth = 50 ) ; n_estimators = 50 ),ada ( RF ( max_depth = 50 ) ; n_estimators = 50 ),0,0.6160714285714286,0.3839285714285714,0.30300205300000016
bag ( NB ( var_smoothing = 1e-9 ) ),bag ( NB ( var_smoothing = 1e-9 ) ),0,0.6116071428571429,0.3883928571428571,0.026940606999971806
"stack ( KNN ( n_neighbors = 2 ) ; final_estimator = NB , cv = 2 )","stack ( KNN ( n_neighbors = 2 ) ; final_estimator = NB , cv = 2 )",0,0.5401785714285714,0.4598214285714286,0.02120171400002846
"ada ( GB ( n_estimators = 10 ) ; n_estimators = 2 , algorithm = SAMME )","ada ( GB ( n_estimators = 10 ) ; n_estimators = 2 , algorithm = SAMME )",0,0.625,0.375,0.09182800999997198
"ada ( GB ( n_estimators = 5 ) ; n_estimators = 5 , algorithm = SAMME )","ada ( GB ( n_estimators = 5 ) ; n_estimators = 5 , algorithm = SAMME )",1,0.6160714285714286,0.3839285714285714,0.0882883820000302
"stack ( KNN ( n_neighbors = 2 ) ; final_estimator = KNN , cv = 1 )","stack ( KNN ( n_neighbors = 2 ) ; final_estimator = KNN , cv = 1 )",0,0.5401785714285714,0.4598214285714286,0.02528654100001404
ada ( RF ( max_depth = 50 ) ; n_estimators = 2 ),ada ( RF ( max_depth = 50 ) ; n_estimators = 2 ),0,0.5892857142857143,0.4107142857142857,0.31305325300002096
bag ( KNN ( n_neighbors = 50 ) ; max_samples = 50 ),bag ( KNN ( n_neighbors = 50 ) ; max_samples = 50 ),3,0.59375,0.40625,0.015570005000029141
bag ( SVM ( kernel = poly ) ),bag ( SVM ( kernel = poly ) ),0,0.6339285714285714,0.3660714285714286,0.27706228699997837
"stack ( GB ( learning_rate = 50 ) , DT ( max_depth = 1 ) )","stack ( GB ( learning_rate = 50 ) , DT ( max_depth = 1 ) )",0,0.6294642857142857,0.3705357142857143,1.4971167479999963
"ada ( GB ( n_estimators = 10 ) ; n_estimators = 10 , algorithm = SAMME )","ada ( GB ( n_estimators = 10 ) ; n_estimators = 10 , algorithm = SAMME )",0,0.59375,0.40625,0.31251631800000723
