gen,invalid,valid,avg,std,min,max,fitness_test,best_ind_length,avg_length,best_ind_nodes,avg_nodes,best_ind_depth,avg_depth,avg_used_codons,best_ind_used_codons,selection_time,generation_time,best_phenotype
0,3,7,0.5944444444444446,0.25319630255374215,0.2870370370370371,1.0,0.22916666666666663,33,42.285714285714285,1,1.8571428571428572,6,6.285714285714286,5.285714285714286,4,0.0,27.3274028301239,bag ( SVM ( C = 50 ) )
1,0,10,0.31759259259259265,0.1334779308525996,0.2314814814814815,0.712962962962963,0.23750000000000004,33,33.0,1,1.0,6,6.0,4.0,4,4.57763671875e-05,0.4676167964935303,bag ( SVM ( C = 50 ) )
2,0,10,0.33055555555555555,0.14918905158842788,0.2129629629629629,0.7222222222222222,0.17083333333333328,33,33.0,1,1.0,6,6.0,4.0,4,4.601478576660156e-05,123.97044682502747,bag ( RF ( n_estimators = 5 ) )
3,0,10,0.40370370370370373,0.22684996219923476,0.2129629629629629,0.7777777777777778,0.21666666666666667,33,33.0,1,1.1,6,6.0,4.1,4,4.982948303222656e-05,0.5682520866394043,bag ( RF ( n_estimators = 5 ) )
4,0,10,0.2796296296296296,0.11964166892750441,0.19444444444444442,0.6296296296296297,0.19166666666666665,36,33.2,1,1.0,6,6.0,4.0,4,4.935264587402344e-05,2.620237350463867,bag ( RF ( n_estimators = 5 ) )
5,0,10,0.22870370370370371,0.022699353096539386,0.19444444444444442,0.2685185185185185,0.17083333333333328,36,35.7,1,1.0,6,6.0,4.0,4,0.00018167495727539062,0.5764517784118652,bag ( RF ( n_estimators = 5 ) )
6,0,10,0.2537037037037037,0.045209465243458154,0.19444444444444442,0.32407407407407407,0.19166666666666665,36,35.7,1,1.2,6,6.0,4.3,4,5.2928924560546875e-05,4.591893911361694,bag ( RF ( n_estimators = 5 ) )
7,0,10,0.23703703703703702,0.04850296612484739,0.19444444444444442,0.37037037037037035,0.18333333333333335,36,37.2,1,1.9,6,6.0,5.4,4,5.1021575927734375e-05,5.005772829055786,bag ( RF ( n_estimators = 5 ) )
8,0,10,0.2462962962962963,0.03844544350375313,0.19444444444444442,0.31481481481481477,0.16249999999999998,36,36.0,1,1.4,6,6.0,4.8,4,5.793571472167969e-05,1.882558822631836,bag ( RF ( n_estimators = 5 ) )
9,0,10,0.38425925925925924,0.3088556359221536,0.19444444444444442,1.0,0.19999999999999996,36,36.3,1,1.5,6,6.0,4.9,4,0.00017333030700683594,1.4745101928710938,bag ( RF ( n_estimators = 5 ) )
10,0,10,0.23148148148148148,0.035136418446315355,0.19444444444444442,0.2870370370370371,0.20833333333333337,36,36.8,1,1.2,6,6.0,4.4,4,4.887580871582031e-05,1.1317203044891357,bag ( RF ( n_estimators = 5 ) )
