gen,invalid,valid,avg,std,min,max,fitness_test,best_ind_length,avg_length,best_ind_nodes,avg_nodes,best_ind_depth,avg_depth,avg_used_codons,best_ind_used_codons,selection_time,generation_time,best_phenotype
0,3,7,0.5537037037037037,0.3337394645203448,0.18518518518518523,1.0,0.23333333333333328,45,56.0,2,1.4285714285714286,7,6.571428571428571,4.857142857142857,6,0.0,4.024746417999268,"stack ( XGB ( n_estimators = 5 , max_depth = 50 ) )"
1,0,10,0.20833333333333334,0.0666730963977581,0.17592592592592593,0.40740740740740744,0.15000000000000002,44,45.0,3,1.9,9,7.2,6.3,12,8.106231689453125e-05,2.9308042526245117,"stack ( RF ( n_estimators = 50 ) , KNN ( n_neighbors = 1 ) , RF ( n_estimators = 10 ) )"
2,0,10,0.29629629629629634,0.1998370392336142,0.16666666666666663,0.6944444444444444,0.15833333333333333,49,44.7,5,2.5,10,8.0,8.9,17,5.793571472167969e-05,3.1444144248962402,"stack ( RF ( n_estimators = 50 ) , KNN ( n_neighbors = 1 ) , RF ( n_estimators = 10 , max_depth = 5 ) , RF ( n_estimators = 10 ) )"
3,0,10,0.23703703703703702,0.1719930773481675,0.15740740740740744,0.75,0.15416666666666667,57,47.5,8,4.5,12,9.6,15.2,25,6.079673767089844e-05,4.339775085449219,"stack ( RF ( n_estimators = 50 ) , NB ( var_smoothing = 1e-9 ) , RF ( n_estimators = 5 , max_depth = 50 ) , KNN ( n_neighbors = 1 ) , RF ( n_estimators = 10 , max_depth = 5 ) , RF ( n_estimators = 10 ) )"
4,0,10,0.1925925925925926,0.058969197511446886,0.15740740740740744,0.36111111111111116,0.15416666666666667,57,53.8,8,6.3,12,10.9,20.6,25,5.650520324707031e-05,4.737724781036377,"stack ( RF ( n_estimators = 50 ) , NB ( var_smoothing = 1e-9 ) , RF ( n_estimators = 5 , max_depth = 50 ) , KNN ( n_neighbors = 1 ) , RF ( n_estimators = 10 , max_depth = 5 ) , RF ( n_estimators = 10 ) )"
5,0,10,0.18611111111111112,0.059353224113101295,0.14814814814814814,0.36111111111111116,0.15416666666666667,45,51.1,10,7.4,14,11.7,23.3,31,5.817413330078125e-05,6.0259785652160645,"stack ( RF ( n_estimators = 50 ) , NB ( var_smoothing = 1e-9 ) , RF ( n_estimators = 3 , max_depth = 1 ) , GB ( n_estimators = 5 , learning_rate = 1.0 ) , KNN ( n_neighbors = 2 ) , KNN ( n_neighbors = 2 ) , RF ( n_estimators = 3 ) , KNN ( n_neighbors = 2 ) )"
6,0,10,0.16666666666666669,0.018518518518518517,0.14814814814814814,0.20370370370370372,0.15416666666666667,45,45.0,10,8.0,14,12.3,25.4,31,5.650520324707031e-05,7.039442300796509,"stack ( RF ( n_estimators = 50 ) , NB ( var_smoothing = 1e-9 ) , RF ( n_estimators = 3 , max_depth = 1 ) , GB ( n_estimators = 5 , learning_rate = 1.0 ) , KNN ( n_neighbors = 2 ) , KNN ( n_neighbors = 2 ) , RF ( n_estimators = 3 ) , KNN ( n_neighbors = 2 ) )"
7,0,10,0.16759259259259257,0.025676712266411196,0.13888888888888884,0.2129629629629629,0.17083333333333328,52,43.1,8,8.5,12,12.4,26.0,25,5.698204040527344e-05,22.770119428634644,"stack ( RF ( n_estimators = 50 ) , NB ( var_smoothing = 1e-9 ) , SVM ( C = 0.1 , kernel = linear ) , GB ( n_estimators = 5 , learning_rate = 1.0 ) , KNN ( n_neighbors = 2 ) , LR ( C = 50 ) )"
8,0,10,0.17407407407407405,0.031207962122875403,0.13888888888888884,0.2407407407407407,0.17083333333333328,52,52.0,8,6.5,12,10.8,20.7,25,8.153915405273438e-05,671.9497475624084,"stack ( RF ( n_estimators = 50 ) , NB ( var_smoothing = 1e-9 ) , SVM ( C = 0.1 , kernel = linear ) , GB ( n_estimators = 5 , learning_rate = 1.0 ) , KNN ( n_neighbors = 2 ) , LR ( C = 50 ) )"
9,0,10,0.1824074074074074,0.07052249638640601,0.13888888888888884,0.36111111111111116,0.17083333333333328,52,52.8,8,6.9,12,11.3,22.4,25,7.2479248046875e-05,45.284828662872314,"stack ( RF ( n_estimators = 50 ) , NB ( var_smoothing = 1e-9 ) , SVM ( C = 0.1 , kernel = linear ) , GB ( n_estimators = 5 , learning_rate = 1.0 ) , KNN ( n_neighbors = 2 ) , LR ( C = 50 ) )"
10,0,10,0.19166666666666665,0.07112774689669865,0.13888888888888884,0.39814814814814814,0.17083333333333328,52,53.4,8,7.4,12,11.6,23.7,25,7.104873657226562e-05,55.09830617904663,"stack ( RF ( n_estimators = 50 ) , NB ( var_smoothing = 1e-9 ) , SVM ( C = 0.1 , kernel = linear ) , GB ( n_estimators = 5 , learning_rate = 1.0 ) , KNN ( n_neighbors = 2 ) , LR ( C = 50 ) )"
