gen,invalid,valid,avg,std,min,max,fitness_test,best_ind_length,avg_length,best_ind_nodes,avg_nodes,best_ind_depth,avg_depth,avg_used_codons,best_ind_used_codons,selection_time,generation_time,best_phenotype
0,3,17,0.5388392857142859,0.2672019516619195,0.34375,1.0,0.3279678068410463,42,55.23529411764706,2,2.0,7,6.588235294117647,5.647058823529412,7,0.0,3.082731008529663,stack ( LR ( penalty = elasticnet ) ; final_estimator = GB )
1,0,20,0.42232142857142857,0.14743907640106813,0.34375,1.0,0.3279678068410463,42,57.9,2,2.15,7,7.0,6.4,7,0.00031185150146484375,3.7934329509735107,stack ( LR ( penalty = elasticnet ) ; final_estimator = GB )
2,0,20,0.4607142857142857,0.22780371210759495,0.3392857142857143,1.0,0.3279678068410463,56,71.2,10,2.7,11,7.4,8.25,27,0.0011680126190185547,6.259176015853882,"stack ( SVM ( C = 10 ) , LR ( C = 0.1 , max_iter = 10 ) , LR ( C = 50 , max_iter = 3 ) , LR ( C = 50 ) , GB ( n_estimators = 5 , learning_rate = 50 ) ; final_estimator = KNN , cv = 5 )"
3,0,20,0.3622767857142857,0.023294632590481232,0.3392857142857143,0.4107142857142857,0.3279678068410463,56,63.0,10,3.05,11,7.55,9.05,27,0.00018215179443359375,8.04602599143982,"stack ( SVM ( C = 10 ) , LR ( C = 0.1 , max_iter = 10 ) , LR ( C = 50 , max_iter = 3 ) , LR ( C = 50 ) , GB ( n_estimators = 5 , learning_rate = 50 ) ; final_estimator = KNN , cv = 5 )"
4,2,18,0.42276785714285714,0.19409172053991086,0.3348214285714286,1.0,0.329979879275654,44,55.94444444444444,2,3.3333333333333335,7,7.722222222222222,10.0,7,0.00019693374633789062,5.91071891784668,stack ( LR ( C = 1.0 ) ; cv = 3 )
5,0,20,0.36294642857142856,0.05627656685549338,0.3348214285714286,0.5982142857142857,0.329979879275654,44,53.1,2,2.35,7,7.3,7.7,7,0.0001862049102783203,6.0986621379852295,stack ( LR ( C = 1.0 ) ; cv = 3 )
6,0,20,0.41428571428571426,0.19563353717434784,0.3348214285714286,1.0,0.329979879275654,44,49.5,2,2.45,7,7.25,7.8,7,0.0006327629089355469,4.562741994857788,stack ( LR ( C = 1.0 ) ; cv = 3 )
7,0,20,0.4379464285714286,0.1964179177305682,0.3348214285714286,1.0,0.329979879275654,44,48.85,2,2.75,7,7.2,7.95,7,0.00018405914306640625,4.50721001625061,stack ( LR ( C = 1.0 ) ; cv = 3 )
8,0,20,0.40200892857142856,0.1527051655514539,0.3348214285714286,1.0,0.329979879275654,44,52.05,2,2.8,7,7.25,8.45,7,0.00032830238342285156,4.988897085189819,stack ( LR ( C = 1.0 ) ; cv = 3 )
9,0,20,0.42410714285714296,0.1942862066695441,0.3348214285714286,1.0,0.329979879275654,44,60.25,2,3.25,7,7.35,9.15,7,0.0002799034118652344,3.4373958110809326,stack ( LR ( C = 1.0 ) ; cv = 3 )
10,0,20,0.3504464285714286,0.025509008262788655,0.3348214285714286,0.4196428571428571,0.329979879275654,44,63.2,2,2.9,7,7.25,8.55,7,0.0001819133758544922,3.7625949382781982,stack ( LR ( C = 1.0 ) ; cv = 3 )
