model_string,cache_key,hit_count,accuracy,mae,training_time_sec
vote ( NB ( var_smoothing = 1e-7 ) ),vote ( NB ( var_smoothing = 1e-7 ) ),3,0.95,0.050000000000000044,0.003947192992200144
"bag ( SVM ( C = 50 , kernel = poly ) )","bag ( SVM ( C = 50 , kernel = poly ) )",0,0.7,0.30000000000000004,0.14038156298920512
"stack ( KNN ( n_neighbors = 2 ) ; final_estimator = NB , cv = 2 )","stack ( KNN ( n_neighbors = 2 ) ; final_estimator = NB , cv = 2 )",0,0.7,0.30000000000000004,0.12266656299470924
bag ( KNN ( n_neighbors = 3 ) ; max_features = 0.5 ),bag ( KNN ( n_neighbors = 3 ) ; max_features = 0.5 ),0,0.9,0.09999999999999998,0.11121346299478319
"stack ( DT ( max_depth = 2 , criterion = entropy ) ; cv = 5 )","stack ( DT ( max_depth = 2 , criterion = entropy ) ; cv = 5 )",0,0.95,0.050000000000000044,0.11693424999248236
"ada ( GB ( n_estimators = 5 ) ; n_estimators = 10 , algorithm = SAMME )","ada ( GB ( n_estimators = 5 ) ; n_estimators = 10 , algorithm = SAMME )",0,0.9,0.09999999999999998,0.23003799599246122
bag ( NB ( var_smoothing = 1e-9 ) ),bag ( NB ( var_smoothing = 1e-9 ) ),5,0.95,0.050000000000000044,0.22430690001056064
vote ( KNN ( n_neighbors = 10 ) ),vote ( KNN ( n_neighbors = 10 ) ),1,0.75,0.25,0.011285929998848587
"ada ( GB ( n_estimators = 5 , learning_rate = 10 ) ; algorithm = SAMME )","ada ( GB ( n_estimators = 5 , learning_rate = 10 ) ; algorithm = SAMME )",2,1.0,0.0,0.1176052999944659
stack ( KNN ( n_neighbors = 1 ) ),stack ( KNN ( n_neighbors = 1 ) ),0,0.75,0.25,0.14713889999256935
bag ( NB ( var_smoothing = 1e-8 ) ; n_estimators = 5 ),bag ( NB ( var_smoothing = 1e-8 ) ; n_estimators = 5 ),0,0.95,0.050000000000000044,0.08974149600544479
stack ( KNN ( n_neighbors = 3 ) ; cv = 5 ),stack ( KNN ( n_neighbors = 3 ) ; cv = 5 ),0,0.8,0.19999999999999996,0.23572198800684419
vote ( KNN ( n_neighbors = 3 ) ),vote ( KNN ( n_neighbors = 3 ) ),1,0.8,0.19999999999999996,0.003348072001244873
"vote ( DT ( max_depth = 5 , min_samples_split = 0.4 ) )","vote ( DT ( max_depth = 5 , min_samples_split = 0.4 ) )",0,0.85,0.15000000000000002,0.006823870004154742
ada ( NB ( var_smoothing = 1e-7 ) ; learning_rate = 50 ),ada ( NB ( var_smoothing = 1e-7 ) ; learning_rate = 50 ),0,0.95,0.050000000000000044,0.10151191799377557
stack ( SVM ( C = 10 ) ),stack ( SVM ( C = 10 ) ),1,0.85,0.15000000000000002,0.20941219899395946
stack ( NB ( var_smoothing = 1e-9 ) ),stack ( NB ( var_smoothing = 1e-9 ) ),5,0.95,0.050000000000000044,0.1107367930089822
"stack ( SVM ( C = 0.1 , kernel = poly ) )","stack ( SVM ( C = 0.1 , kernel = poly ) )",0,0.6,0.4,0.21093014600046445
"bag ( XGB ( n_estimators = 3 , max_depth = 3 ) ; n_estimators = 3 , max_samples = 0.1 )","bag ( XGB ( n_estimators = 3 , max_depth = 3 ) ; n_estimators = 3 , max_samples = 0.1 )",0,0.9,0.09999999999999998,0.5235194349952508
"vote ( XGB ( n_estimators = 3 , max_depth = 2 ) )","vote ( XGB ( n_estimators = 3 , max_depth = 2 ) )",0,0.9,0.09999999999999998,0.21163687099760864
vote ( NB ( var_smoothing = 1e-7 ) ; voting = hard ),vote ( NB ( var_smoothing = 1e-7 ) ; voting = hard ),0,0.95,0.050000000000000044,0.006577199004823342
"vote ( GB ( n_estimators = 10 , learning_rate = 50 ) ; voting = hard )","vote ( GB ( n_estimators = 10 , learning_rate = 50 ) ; voting = hard )",0,0.95,0.050000000000000044,0.14740344799065497
vote ( XGB ( n_estimators = 3 ) ; voting = soft ),vote ( XGB ( n_estimators = 3 ) ; voting = soft ),2,0.95,0.050000000000000044,0.07352413299668115
"bag ( RF ( n_estimators = 1 , max_depth = 50 ) )","bag ( RF ( n_estimators = 1 , max_depth = 50 ) )",3,1.0,0.0,0.09885019200737588
"stack ( LR ( C = 0.5 , max_iter = 5 ) , LR ( penalty = elasticnet ) )","stack ( LR ( C = 0.5 , max_iter = 5 ) , LR ( penalty = elasticnet ) )",0,0.85,0.15000000000000002,0.705212904009386
stack ( NB ( var_smoothing = 1e-9 ) ; cv = 5 ),stack ( NB ( var_smoothing = 1e-9 ) ; cv = 5 ),0,0.95,0.050000000000000044,0.09147380699869245
"ada ( DT ( max_depth = 3 , criterion = entropy ) )","ada ( DT ( max_depth = 3 , criterion = entropy ) )",0,0.95,0.050000000000000044,0.43642390599416103
vote ( RF ( max_depth = 10 ) ),vote ( RF ( max_depth = 10 ) ),12,1.0,0.0,0.9860645389999263
"stack ( XGB ( n_estimators = 5 , max_depth = 2 ) )","stack ( XGB ( n_estimators = 5 , max_depth = 2 ) )",2,0.95,0.050000000000000044,1.041737061997992
ada ( RF ( max_depth = 50 ) ; n_estimators = 50 ),ada ( RF ( max_depth = 50 ) ; n_estimators = 50 ),4,1.0,0.0,1.0521748390019638
vote ( RF ( max_depth = 5 ) ),vote ( RF ( max_depth = 5 ) ),11,1.0,0.0,0.5333826459973352
