gen,invalid,avg,std,min,max,fitness_test,best_ind_length,avg_length,best_ind_nodes,avg_nodes,best_ind_depth,avg_depth,avg_used_codons,best_ind_used_codons,invalid_count_min,invalid_count_avg,invalid_count_max,invalid_count_std,nodes_length_min,nodes_length_avg,nodes_length_max,nodes_length_std,structural_diversity,selection_time,generation_time
0,12,0.5868456375838926,0.2843489121839338,0.3489932885906041,1.0,0.3279678068410463,81,54.0,3,1.736842105263158,6,6.394736842105263,5.315789473684211,7,12,12.0,12,0.0,1,1.736842105263158,3,0.6444864088188399,0.74,0.0,63.324135541915894
1,0,0.4157046979865773,0.15220795884549793,0.3489932885906041,1.0,0.3199195171026157,81,52.62,3,2.12,6,6.54,6.44,7,0,0.0,0,0.0,1,2.12,9,1.2229105462304397,0.82,0.000301361083984375,24.594666719436646
2,0,0.4536912751677853,0.1882499490873277,0.3489932885906041,1.0,0.3279678068410463,81,54.74,3,2.08,6,6.9,6.76,7,0,0.0,0,0.0,1,2.08,8,1.2262436419357106,0.82,0.00028395652770996094,28.628586769104004
3,0,0.39006711409395983,0.09618309042380432,0.3489932885906041,1.0,0.32193158953722334,81,54.8,3,2.16,6,6.96,7.1,7,0,0.0,0,0.0,1,2.16,4,0.8889342392059454,0.74,0.0003046989440917969,68.33022475242615
4,0,0.4181208053691276,0.15296861254383043,0.3489932885906041,1.0,0.3319919517102615,81,62.22,3,2.36,6,7.02,7.62,7,0,0.0,0,0.0,1,2.36,7,1.3211003453367878,0.8,0.00028061866760253906,21.642919063568115
5,0,0.3863087248322149,0.09338423950785259,0.3489932885906041,1.0,0.3340040241448692,81,66.4,3,2.28,6,6.46,6.58,7,0,0.0,0,0.0,1,2.28,3,0.7010196655077312,0.8,0.0002956390380859375,30.092706203460693
6,0,0.3994630872483222,0.09452600215101627,0.3489932885906041,1.0,0.323943661971831,81,67.0,3,2.44,6,6.78,7.28,7,0,0.0,0,0.0,1,2.44,7,0.9930369826847296,0.8,0.0002732276916503906,25.838820219039917
7,0,0.4099328859060404,0.15394071373387344,0.3489932885906041,1.0,0.31589537223340036,81,69.08,3,2.46,6,6.88,7.6,7,0,0.0,0,0.0,1,2.46,9,1.0918996739440778,0.74,0.0002758502960205078,40.34469223022461
8,0,0.39825503355704706,0.12536230095091275,0.3489932885906041,1.0,0.32595573440643866,81,69.66,3,2.44,6,7.06,7.82,7,0,0.0,0,0.0,1,2.44,9,1.1095135907970057,0.76,0.0002830028533935547,47.154836893081665
9,0,0.40389261744966454,0.15167007166596974,0.3489932885906041,1.0,0.3279678068410463,81,76.36,3,2.36,6,6.7,7.08,7,0,0.0,0,0.0,2,2.36,7,0.8020382198638971,0.78,0.0002734661102294922,171.5300042629242
10,0,0.3820134228187921,0.09629728903412044,0.3489932885906041,1.0,0.32595573440643866,81,75.36,3,2.34,6,6.82,6.82,7,0,0.0,0,0.0,1,2.34,6,0.7174216873994126,0.64,0.00030159950256347656,27.500441551208496
11,0,0.36912751677852357,0.03145066983586572,0.3489932885906041,0.43624161073825507,0.32193158953722334,81,74.22,3,2.06,6,6.88,6.18,7,0,0.0,0,0.0,1,2.06,3,0.3730732816343027,0.54,0.0002849102020263672,13.503157615661621
12,0,0.46818791946308735,0.23342031020106135,0.3489932885906041,1.0,0.3279678068410463,81,77.8,3,2.44,6,7.28,7.6,7,0,0.0,0,0.0,1,2.44,9,1.357669070916197,0.66,0.0002796649932861328,11.442098379135132
13,0,0.4304697986577182,0.17118704471742752,0.3489932885906041,1.0,0.317907444668008,81,79.16,3,2.26,6,7.1,7.02,7,0,0.0,0,0.0,1,2.26,6,1.006306643734647,0.78,0.00028967857360839844,9.039374113082886
14,0,0.4483221476510068,0.20564529398341533,0.3489932885906041,1.0,0.329979879275654,81,82.24,3,2.34,6,7.1,7.18,7,0,0.0,0,0.0,1,2.34,8,1.2715088257175218,0.76,0.00028395652770996094,9.232369661331177
