gen,invalid,avg,std,min,max,fitness_test,best_ind_length,avg_length,best_ind_nodes,avg_nodes,best_ind_depth,avg_depth,avg_used_codons,best_ind_used_codons,invalid_count_min,invalid_count_avg,invalid_count_max,invalid_count_std,nodes_length_min,nodes_length_avg,nodes_length_max,nodes_length_std,structural_diversity,selection_time,generation_time
0,14,0.5570469798657719,0.29376966672772786,0.31543624161073824,1.0,0.32595573440643866,90,59.111111111111114,2,1.75,7,6.5,5.472222222222222,6,14,14.0,14,0.0,1,1.75,3,0.6917885721601857,0.72,0.0,18.742506980895996
1,0,0.35046979865771805,0.09772226925333939,0.30201342281879195,1.0,0.3380281690140845,94,70.68,2,2.1,6,6.64,6.34,6,0,0.0,0,0.0,1,2.1,7,1.0350983390135313,0.86,0.0002799034118652344,35.38387441635132
2,0,0.3416107382550335,0.09786928716143724,0.30201342281879195,1.0,0.3340040241448692,94,71.52,2,1.96,6,6.26,5.68,6,0,0.0,0,0.0,1,1.96,3,0.5329930887479323,0.82,0.00028443336486816406,16.297970294952393
3,0,0.3573154362416106,0.16347516491416744,0.2953020134228188,1.0,0.35412474849094566,84,79.2,2,2.02,6,6.1,5.96,6,0,0.0,0,0.0,1,2.02,3,0.24660966430902956,0.64,0.00028324127197265625,13.95702052116394
4,0,0.3402684563758389,0.10701489073222802,0.2953020134228188,1.0,0.35010060362173034,84,86.48,2,2.04,6,6.02,6.0,6,0,0.0,0,0.0,1,2.04,3,0.282842712474619,0.6,0.0002961158752441406,25.004798889160156
5,0,0.33785234899328864,0.1008732646533428,0.2818791946308725,1.0,0.34607645875251514,84,88.5,2,2.06,7,6.06,6.02,6,0,0.0,0,0.0,2,2.06,3,0.23989793748209523,0.7,0.0002722740173339844,17.377063274383545
6,0,0.32630872483221474,0.038528166589364254,0.2818791946308725,0.43624161073825507,0.34607645875251514,84,90.12,2,2.14,7,6.18,6.2,6,0,0.0,0,0.0,2,2.14,3,0.35050983275386566,0.68,0.00028586387634277344,18.494670152664185
7,0,0.3397315436241611,0.10494627245737732,0.2818791946308725,1.0,0.34607645875251514,84,89.12,2,2.02,7,6.4,5.96,6,0,0.0,0,0.0,1,2.02,3,0.24660966430902956,0.68,0.00028586387634277344,11.775103569030762
8,0,0.3641610738255033,0.1662848892247494,0.2818791946308725,1.0,0.34607645875251514,84,87.04,2,1.9,7,6.94,6.16,6,0,0.0,0,0.0,1,1.9,5,0.6776309271789385,0.58,0.0002932548522949219,8.215487718582153
9,0,0.32308724832214764,0.04800436146724045,0.2818791946308725,0.40268456375838924,0.34607645875251514,84,86.38,2,1.92,7,7.02,6.06,6,0,0.0,0,0.0,1,1.92,5,0.6006798869036754,0.44,0.0002741813659667969,6.345702409744263
