gen,invalid,valid,avg,std,min,max,fitness_test,best_ind_length,avg_length,best_ind_nodes,avg_nodes,best_ind_depth,avg_depth,avg_used_codons,best_ind_used_codons,selection_time,generation_time,best_phenotype
0,8,12,0.6881188118811881,0.2833396283017605,0.37623762376237624,1.0,0.3482142857142857,71,66.33333333333333,3,1.9166666666666667,7,6.416666666666667,5.583333333333333,8,0.0,1.745896339416504,"stack ( XGB ( n_estimators = 10 , max_depth = 2 ) ; n_estimators = 5 )"
1,0,20,0.41782178217821786,0.041607725523664735,0.36633663366336633,0.49504950495049505,0.3482142857142857,90,73.1,2,2.2,8,6.9,6.5,7,9.036064147949219e-05,2.3793764114379883,"vote ( NB ( var_smoothing = 1e-7 ) , KNN ( n_neighbors = 200 ) )"
2,0,20,0.40742574257425745,0.036415593923966316,0.36633663366336633,0.48514851485148514,0.3482142857142857,90,80.9,2,2.9,8,7.9,9.45,7,0.0001277923583984375,1.8747000694274902,"vote ( NB ( var_smoothing = 1e-7 ) , KNN ( n_neighbors = 200 ) )"
3,0,20,0.406930693069307,0.048088651265666894,0.3366336633663366,0.5148514851485149,0.3705357142857143,71,87.45,6,3.05,10,8.35,10.15,18,7.557868957519531e-05,1.5769355297088623,"vote ( GB ( n_estimators = 10 , learning_rate = 200 ) , SVM ( C = 0.5 , kernel = sigmoid ) , NB ( var_smoothing = 1e-6 ) , SVM ( kernel = linear ) )"
4,0,20,0.3886138613861387,0.042340481815313684,0.3267326732673267,0.49504950495049505,0.3526785714285714,90,83.0,1,3.65,7,8.85,12.0,4,8.177757263183594e-05,1.1034784317016602,vote ( KNN ( n_neighbors = 100 ) )
5,0,20,0.3920792079207921,0.05516193377102623,0.3267326732673267,0.504950495049505,0.3526785714285714,90,85.8,1,3.65,7,8.7,11.6,4,8.440017700195312e-05,1.4000627994537354,vote ( KNN ( n_neighbors = 100 ) )
6,0,20,0.3871287128712872,0.07056148832711619,0.3267326732673267,0.5445544554455446,0.3526785714285714,90,88.45,1,2.15,7,7.75,7.6,4,0.0002772808074951172,0.9081518650054932,vote ( KNN ( n_neighbors = 100 ) )
7,0,20,0.3524752475247525,0.05138985850439994,0.3267326732673267,0.5148514851485149,0.3526785714285714,90,90.55,1,1.15,7,7.1,4.45,4,8.869171142578125e-05,0.316974401473999,vote ( KNN ( n_neighbors = 100 ) )
8,0,20,0.3886138613861386,0.0729505461132254,0.3267326732673267,0.5742574257425743,0.3526785714285714,90,90.9,1,1.15,7,6.9,4.4,4,0.0002703666687011719,0.4789307117462158,vote ( KNN ( n_neighbors = 100 ) )
9,0,20,0.3618811881188119,0.06186930578987999,0.3267326732673267,0.5445544554455446,0.3526785714285714,90,91.85,1,1.35,7,7.2,5.1,4,7.796287536621094e-05,0.7549653053283691,vote ( KNN ( n_neighbors = 100 ) )
10,0,20,0.4014851485148515,0.08119264657744071,0.3267326732673267,0.5445544554455446,0.3526785714285714,90,91.65,1,1.1,7,6.95,4.5,4,0.00010514259338378906,1.039149284362793,vote ( KNN ( n_neighbors = 100 ) )
11,0,20,0.4014851485148515,0.07911349569732615,0.3267326732673267,0.5544554455445545,0.3526785714285714,90,91.0,1,1.1,7,7.0,4.6,4,7.843971252441406e-05,1.0013067722320557,vote ( KNN ( n_neighbors = 100 ) )
12,0,20,0.4123762376237624,0.07203097885978284,0.3267326732673267,0.5148514851485149,0.3526785714285714,90,90.55,1,1.35,7,7.15,5.25,4,0.00011515617370605469,1.844172716140747,vote ( KNN ( n_neighbors = 100 ) )
13,0,20,0.3905940594059406,0.0653371580431441,0.3267326732673267,0.5148514851485149,0.3526785714285714,90,91.8,1,1.2,7,7.15,4.9,4,8.368492126464844e-05,0.6319422721862793,vote ( KNN ( n_neighbors = 100 ) )
14,0,20,0.3930693069306931,0.08025911375446954,0.3267326732673267,0.5445544554455446,0.3526785714285714,90,91.4,1,1.05,7,7.0,4.25,4,7.939338684082031e-05,0.5339586734771729,vote ( KNN ( n_neighbors = 100 ) )
15,0,20,0.38217821782178224,0.07451440682070014,0.3267326732673267,0.5445544554455446,0.3526785714285714,90,92.8,1,1.1,7,7.05,4.55,4,7.939338684082031e-05,0.5367231369018555,vote ( KNN ( n_neighbors = 100 ) )
16,0,20,0.3896039603960397,0.08541720214174288,0.3267326732673267,0.5841584158415842,0.3526785714285714,90,93.1,1,1.1,7,6.9,4.35,4,8.368492126464844e-05,4.3526318073272705,vote ( KNN ( n_neighbors = 100 ) )
17,0,20,0.4064356435643564,0.09698296510236765,0.3267326732673267,0.594059405940594,0.3526785714285714,90,92.75,1,1.05,7,6.95,4.4,4,7.510185241699219e-05,4.36466383934021,vote ( KNN ( n_neighbors = 100 ) )
18,0,20,0.3742574257425743,0.06638833510590186,0.3267326732673267,0.5445544554455446,0.3526785714285714,90,91.95,1,1.05,7,7.0,4.4,4,8.344650268554688e-05,0.38471460342407227,vote ( KNN ( n_neighbors = 100 ) )
19,0,20,0.3752475247524753,0.05772370632534026,0.3267326732673267,0.504950495049505,0.3526785714285714,90,93.2,1,1.35,7,7.15,5.1,4,9.083747863769531e-05,0.6569886207580566,vote ( KNN ( n_neighbors = 100 ) )
20,0,20,0.36584158415841583,0.059609798733830155,0.3267326732673267,0.5445544554455446,0.3526785714285714,90,93.6,1,1.15,7,7.05,4.55,4,0.00010180473327636719,0.47388458251953125,vote ( KNN ( n_neighbors = 100 ) )
