gen,train_min_mean,train_min_std,train_avg_mean,train_avg_std,train_max_mean,train_max_std,test_mean,test_std,invalid_mean
0,0.3465346534653465,0.017711429524750823,0.5943564356435644,0.06257754722521366,1.0,0.0,0.3625,0.019844741759725785,5.2
1,0.34257425742574255,0.017262966113032387,0.40623762376237627,0.024044529483818692,0.7485148514851485,0.21073996351506552,0.35357142857142854,0.011777594605600825,0.0
2,0.34257425742574255,0.017262966113032387,0.3845544554455446,0.024767124378011405,0.499009900990099,0.045844898624911826,0.35446428571428573,0.01281491079857797,0.0
3,0.3346534653465346,0.009700949476369031,0.3865346534653466,0.023275540997885338,0.5544554455445545,0.05239111507058596,0.3607142857142857,0.01556749622693097,0.0
4,0.3247524752475247,0.011546439395733243,0.37217821782178223,0.021385680229777708,0.504950495049505,0.04515546238016387,0.36696428571428574,0.03236530171498547,0.0
5,0.3247524752475247,0.011546439395733243,0.3934653465346535,0.041592879802081116,0.6851485148514851,0.25760846523484227,0.35892857142857143,0.017767632805475338,0.0
6,0.3247524752475247,0.011546439395733243,0.3873267326732674,0.029809380351583908,0.6257425742574257,0.19766304496582623,0.3625,0.024024328655488765,0.0
7,0.32079207920792074,0.01608720476165533,0.38118811881188125,0.04045738886402255,0.6415841584158416,0.19049052093174237,0.3705357142857143,0.026031035244845093,0.0
8,0.3168316831683168,0.022577731190081912,0.39811881188118814,0.02593870448865836,0.8435643564356436,0.1928432288940966,0.3723214285714286,0.028036282978763538,0.0
9,0.3148514851485148,0.026120605857966155,0.3728712871287129,0.03577040138896805,0.592079207920792,0.20639705696309518,0.3678571428571429,0.028319199155631594,0.0
10,0.3148514851485148,0.026120605857966155,0.3734653465346535,0.03376600543776556,0.5801980198019802,0.22100287411174188,0.36696428571428574,0.026696279263796505,0.0
11,0.3128712871287128,0.029768903719550297,0.3743564356435644,0.047361932309555224,0.5683168316831683,0.22277007699683538,0.37589285714285714,0.03674842076295834,0.0
12,0.3128712871287128,0.029768903719550297,0.3748514851485149,0.03985120841180587,0.4673267326732673,0.0717804711302648,0.3705357142857143,0.027519705370397197,0.0
13,0.30891089108910885,0.02758096688551309,0.393960396039604,0.04592330675083281,0.7900990099009901,0.2582925239693116,0.38839285714285715,0.04140008256917725,0.0
14,0.30891089108910885,0.02758096688551309,0.3756435643564357,0.04427790962828842,0.5702970297029702,0.22011395218360796,0.3767857142857143,0.01968339971879339,0.0
15,0.30495049504950494,0.02758096688551309,0.3891089108910892,0.04423981309455226,0.699009900990099,0.2471363289001615,0.35892857142857143,0.02124174509530415,0.0
16,0.30495049504950494,0.02758096688551309,0.3765346534653466,0.04321938118833853,0.5841584158415841,0.21728105701932993,0.3669642857142857,0.02993402609685752,0.0
17,0.30495049504950494,0.02758096688551309,0.3905940594059406,0.016540877467337428,0.7069306930693069,0.2440227514498884,0.3625,0.024189673543114402,0.0
18,0.30495049504950494,0.02758096688551309,0.37198019801980203,0.04325905623653661,0.5801980198019802,0.214520436656647,0.3705357142857143,0.03549036948991393,0.0
19,0.30495049504950494,0.02758096688551309,0.37009900990099015,0.04441187306531542,0.5643564356435643,0.21979306020612446,0.36160714285714285,0.023282865732866607,0.0
20,0.30495049504950494,0.02758096688551309,0.3667326732673267,0.017512161948099392,0.6297029702970297,0.19478546736408614,0.36339285714285713,0.0251905999636891,0.0
