gen,invalid,valid,avg,std,min,max,fitness_test,best_ind_length,avg_length,best_ind_nodes,avg_nodes,best_ind_depth,avg_depth,avg_used_codons,best_ind_used_codons,selection_time,generation_time,best_phenotype
0,12,38,1.0,0.0,1.0,1.0,1.0,72,54.0,1,1.9473684210526316,7,6.394736842105263,5.473684210526316,4,0.0,0.16564178466796875,stack ( NB ( var_smoothing = 1e-6 ) )
1,0,50,1.0,0.0,1.0,1.0,1.0,72,54.52,1,2.02,7,6.62,5.88,4,0.0007450580596923828,0.22277402877807617,stack ( NB ( var_smoothing = 1e-6 ) )
2,0,50,1.0,0.0,1.0,1.0,1.0,72,51.14,1,2.2,7,6.8,6.52,4,0.0009748935699462891,0.22975516319274902,stack ( NB ( var_smoothing = 1e-6 ) )
3,0,50,1.0,0.0,1.0,1.0,1.0,72,51.38,1,2.28,7,7.06,7.06,4,0.0009160041809082031,0.3111119270324707,stack ( NB ( var_smoothing = 1e-6 ) )
4,0,50,1.0,0.0,1.0,1.0,1.0,72,52.36,1,2.22,7,6.9,6.8,4,0.0007178783416748047,0.3879239559173584,stack ( NB ( var_smoothing = 1e-6 ) )
5,0,50,1.0,0.0,1.0,1.0,1.0,72,54.08,1,2.34,7,6.98,7.04,4,0.0012569427490234375,0.2229912281036377,stack ( NB ( var_smoothing = 1e-6 ) )
6,0,50,1.0,0.0,1.0,1.0,1.0,72,56.4,1,2.36,7,6.94,7.12,4,0.0008580684661865234,0.22084307670593262,stack ( NB ( var_smoothing = 1e-6 ) )
7,0,50,1.0,0.0,1.0,1.0,1.0,72,56.24,1,3.0,7,7.44,9.04,4,0.0015878677368164062,0.26195287704467773,stack ( NB ( var_smoothing = 1e-6 ) )
8,0,50,1.0,0.0,1.0,1.0,1.0,72,55.22,1,2.66,7,7.06,7.98,4,0.001071929931640625,0.23656773567199707,stack ( NB ( var_smoothing = 1e-6 ) )
9,0,50,1.0,0.0,1.0,1.0,1.0,72,54.76,1,2.68,7,7.0,7.76,4,0.0013959407806396484,0.23316597938537598,stack ( NB ( var_smoothing = 1e-6 ) )
10,0,50,1.0,0.0,1.0,1.0,1.0,72,55.06,1,2.36,7,7.06,7.44,4,0.0007939338684082031,0.26831674575805664,stack ( NB ( var_smoothing = 1e-6 ) )
