gen,invalid,avg,std,min,max,fitness_test,best_ind_length,avg_length,best_ind_nodes,avg_nodes,best_ind_depth,avg_depth,avg_used_codons,best_ind_used_codons,invalid_count_min,invalid_count_avg,invalid_count_max,invalid_count_std,nodes_length_min,nodes_length_avg,nodes_length_max,nodes_length_std,structural_diversity,selection_time,generation_time
0,11,0.6228187919463087,0.30073704934389095,0.32885906040268453,1.0,0.3440643863179075,65,60.02564102564103,2,1.7692307692307692,7,6.230769230769231,5.3076923076923075,7,11,11.0,11,0.0,1,1.7692307692307692,3,0.6266678151997974,0.78,0.0,41.13348627090454
1,0,0.3612080536912752,0.09429174322740579,0.3087248322147651,1.0,0.3762575452716298,24,58.84,1,1.88,6,6.44,5.88,3,0,0.0,0,0.0,1,1.88,7,0.9612916480720413,0.88,0.00032711029052734375,30.28340244293213
2,0,0.3946308724832215,0.1824219840922896,0.30201342281879195,1.0,0.36820925553319916,24,63.52,3,2.52,8,7.1,7.64,9,0,0.0,0,0.0,1,2.52,7,1.6192716931776863,0.92,0.0002925395965576172,76.51495742797852
3,0,0.3967785234899328,0.20524029823335882,0.30201342281879195,1.0,0.36820925553319916,24,50.9,3,2.04,8,6.86,6.06,9,0,0.0,0,0.0,1,2.04,7,1.3991250910508908,0.6,0.00042724609375,8.103301763534546
4,0,0.35516778523489934,0.14279911051752456,0.2953020134228188,1.0,0.3621730382293763,27,44.92,3,2.08,8,7.1,6.52,8,0,0.0,0,0.0,1,2.08,5,1.026982900320653,0.74,0.0002732276916503906,9.367063045501709
5,0,0.3469798657718121,0.1370393545459958,0.2953020134228188,1.0,0.3621730382293763,27,43.28,3,2.08,8,7.18,6.48,8,0,0.0,0,0.0,1,2.08,6,1.1036118809044553,0.66,0.0003082752227783203,2.116953134536743
6,0,0.3328859060402685,0.10106410998164331,0.2953020134228188,1.0,0.3621730382293763,27,44.24,3,2.2,8,7.38,6.68,8,0,0.0,0,0.0,1,2.2,4,0.9689042833036098,0.76,0.0002758502960205078,1.666105031967163
7,0,0.3269798657718121,0.0325220246355067,0.2953020134228188,0.40268456375838924,0.3621730382293763,27,41.8,3,2.28,8,7.48,7.0,8,0,0.0,0,0.0,1,2.28,5,1.1435712054965428,0.74,0.00031495094299316406,41.751359939575195
8,0,0.3214765100671141,0.03274865207719691,0.2953020134228188,0.40268456375838924,0.3621730382293763,27,38.92,3,2.72,8,7.66,7.64,8,0,0.0,0,0.0,1,2.72,5,1.0309496315810693,0.7,0.0003025531768798828,40.2543363571167
9,0,0.3436241610738256,0.10077846628024678,0.2953020134228188,1.0,0.3621730382293763,27,40.84,3,2.52,8,7.7,7.34,8,0,0.0,0,0.0,1,2.52,5,0.9089127840335351,0.8,0.00027751922607421875,2.1717629432678223
10,0,0.33583892617449673,0.10092103213535095,0.28859060402684567,1.0,0.3561368209255533,25,37.76,6,2.78,10,7.86,7.96,19,0,0.0,0,0.0,1,2.78,6,1.0358866851590458,0.7,0.0003097057342529297,5.557534456253052
11,0,0.37221476510067125,0.16273312009329388,0.28859060402684567,1.0,0.3561368209255533,25,33.5,6,3.02,10,8.1,9.14,19,0,0.0,0,0.0,1,3.02,6,1.2534035296596486,0.82,0.00039076805114746094,9.733578443527222
