gen,invalid,valid,avg,std,min,max,fitness_test,best_ind_length,avg_length,best_ind_nodes,avg_nodes,best_ind_depth,avg_depth,avg_used_codons,best_ind_used_codons,selection_time,generation_time,best_phenotype
0,5,15,0.6470297029702969,0.2934148852274739,0.3366336633663366,1.0,0.3348214285714286,38,54.266666666666666,1,1.7333333333333334,7,6.533333333333333,5.533333333333333,4,0.0,3.2640397548675537,vote ( KNN ( n_neighbors = 200 ) )
1,0,20,0.39900990099009903,0.08266585607380864,0.3366336633663366,0.6138613861386139,0.3348214285714286,38,42.0,1,1.5,7,7.0,5.45,4,7.700920104980469e-05,1.1630456447601318,vote ( KNN ( n_neighbors = 200 ) )
2,0,20,0.3841584158415842,0.041252805259405285,0.3366336633663366,0.4455445544554455,0.3348214285714286,38,38.65,1,1.4,7,7.1,5.4,4,7.963180541992188e-05,0.9568829536437988,vote ( KNN ( n_neighbors = 200 ) )
3,0,20,0.3886138613861387,0.05608497970521571,0.3366336633663366,0.504950495049505,0.3348214285714286,38,38.15,1,1.5,7,7.25,5.8,4,8.368492126464844e-05,1.1238174438476562,vote ( KNN ( n_neighbors = 200 ) )
4,0,20,0.37029702970297035,0.05100691830650004,0.3366336633663366,0.4752475247524752,0.3348214285714286,38,38.3,1,1.1,7,6.95,4.3,4,8.20159912109375e-05,0.42372894287109375,vote ( KNN ( n_neighbors = 200 ) )
5,0,20,0.43019801980198025,0.14021266774740235,0.3366336633663366,1.0,0.3348214285714286,38,38.15,1,1.5,7,7.05,5.45,4,8.869171142578125e-05,0.9548144340515137,vote ( KNN ( n_neighbors = 200 ) )
6,0,20,0.3960396039603961,0.07349442994018074,0.3366336633663366,0.6435643564356436,0.3348214285714286,38,37.3,1,1.2,7,6.85,4.6,4,7.891654968261719e-05,1.1888647079467773,vote ( KNN ( n_neighbors = 200 ) )
7,0,20,0.38118811881188125,0.07392665605479247,0.3366336633663366,0.6435643564356436,0.3348214285714286,38,38.6,1,1.3,7,7.1,4.95,4,8.225440979003906e-05,0.5476081371307373,vote ( KNN ( n_neighbors = 200 ) )
8,0,20,0.39752475247524754,0.14433983117640445,0.3366336633663366,1.0,0.3348214285714286,38,39.55,1,1.4,7,6.95,4.95,4,8.440017700195312e-05,0.8565294742584229,vote ( KNN ( n_neighbors = 200 ) )
9,0,20,0.3732673267326733,0.050495049504950505,0.3366336633663366,0.48514851485148514,0.3348214285714286,38,39.25,1,1.2,7,7.0,4.7,4,9.202957153320312e-05,0.7819480895996094,vote ( KNN ( n_neighbors = 200 ) )
10,0,20,0.3970297029702971,0.14500472393590855,0.3366336633663366,1.0,0.3348214285714286,38,39.25,1,1.55,7,7.2,5.6,4,8.678436279296875e-05,1.143242359161377,vote ( KNN ( n_neighbors = 200 ) )
11,0,20,0.353960396039604,0.03794482603157401,0.3366336633663366,0.4752475247524752,0.3348214285714286,38,38.85,1,1.9,7,7.6,6.7,4,8.511543273925781e-05,0.6778678894042969,vote ( KNN ( n_neighbors = 200 ) )
