gen,invalid,valid,avg,std,min,max,fitness_test,best_ind_length,avg_length,best_ind_nodes,avg_nodes,best_ind_depth,avg_depth,avg_used_codons,best_ind_used_codons,selection_time,generation_time,best_phenotype
0,16,34,1.0,0.0,1.0,1.0,1.0,93,57.64705882352941,2,1.9411764705882353,6,6.294117647058823,5.5,5,0.0,0.15863513946533203,"bag ( LR ( C = 0.1 , max_iter = 2 ) )"
1,0,50,1.0,0.0,1.0,1.0,1.0,93,61.96,2,1.84,6,6.54,5.6,5,0.0012691020965576172,0.2222588062286377,"bag ( LR ( C = 0.1 , max_iter = 2 ) )"
2,0,50,1.0,0.0,1.0,1.0,1.0,93,57.84,2,1.9,6,6.58,5.68,5,0.0008380413055419922,0.24769020080566406,"bag ( LR ( C = 0.1 , max_iter = 2 ) )"
3,0,50,1.0,0.0,1.0,1.0,1.0,93,54.44,2,2.04,6,6.86,6.36,5,0.0012900829315185547,0.25285887718200684,"bag ( LR ( C = 0.1 , max_iter = 2 ) )"
4,0,50,1.0,0.0,1.0,1.0,1.0,93,55.78,2,1.98,6,6.78,6.16,5,0.0007517337799072266,0.23643207550048828,"bag ( LR ( C = 0.1 , max_iter = 2 ) )"
5,0,50,1.0,0.0,1.0,1.0,1.0,93,57.38,2,1.9,6,6.86,6.02,5,0.0009958744049072266,0.31755995750427246,"bag ( LR ( C = 0.1 , max_iter = 2 ) )"
6,0,50,1.0,0.0,1.0,1.0,1.0,93,61.12,2,2.18,6,6.96,6.74,5,0.0008862018585205078,0.23713302612304688,"bag ( LR ( C = 0.1 , max_iter = 2 ) )"
7,0,50,1.0,0.0,1.0,1.0,1.0,93,55.06,2,2.0,6,6.92,6.32,5,0.0010852813720703125,0.27941370010375977,"bag ( LR ( C = 0.1 , max_iter = 2 ) )"
8,0,50,1.0,0.0,1.0,1.0,1.0,93,58.64,2,2.18,6,6.88,6.54,5,0.0007228851318359375,0.27556395530700684,"bag ( LR ( C = 0.1 , max_iter = 2 ) )"
9,0,50,1.0,0.0,1.0,1.0,1.0,93,54.14,2,2.48,6,7.02,7.4,5,0.00080108642578125,0.2686290740966797,"bag ( LR ( C = 0.1 , max_iter = 2 ) )"
10,0,50,1.0,0.0,1.0,1.0,1.0,93,53.64,2,2.3,6,6.86,6.96,5,0.0011529922485351562,0.3228299617767334,"bag ( LR ( C = 0.1 , max_iter = 2 ) )"
