model_string,cache_key,hit_count,accuracy,mae,training_time_sec
vote ( NB ( var_smoothing = 1e-7 ) ),vote ( NB ( var_smoothing = 1e-7 ) ),3,0.95,0.050000000000000044,0.032023364008637145
"bag ( SVM ( C = 50 , kernel = poly ) )","bag ( SVM ( C = 50 , kernel = poly ) )",0,0.7,0.30000000000000004,0.14402548399812076
bag ( NB ( var_smoothing = 1e-9 ) ),bag ( NB ( var_smoothing = 1e-9 ) ),6,0.95,0.050000000000000044,0.15367711600265466
"stack ( DT ( max_depth = 2 , criterion = entropy ) ; cv = 5 )","stack ( DT ( max_depth = 2 , criterion = entropy ) ; cv = 5 )",0,0.95,0.050000000000000044,0.10900913299701642
bag ( KNN ( n_neighbors = 3 ) ; max_features = 0.5 ),bag ( KNN ( n_neighbors = 3 ) ; max_features = 0.5 ),0,0.9,0.09999999999999998,0.12494451200473122
"stack ( KNN ( n_neighbors = 2 ) ; final_estimator = NB , cv = 2 )","stack ( KNN ( n_neighbors = 2 ) ; final_estimator = NB , cv = 2 )",0,0.7,0.30000000000000004,0.15531717099656817
stack ( KNN ( n_neighbors = 3 ) ; cv = 5 ),stack ( KNN ( n_neighbors = 3 ) ; cv = 5 ),0,0.8,0.19999999999999996,0.10602931100584101
vote ( KNN ( n_neighbors = 10 ) ),vote ( KNN ( n_neighbors = 10 ) ),0,0.75,0.25,0.00983130199892912
bag ( NB ( var_smoothing = 1e-8 ) ; n_estimators = 5 ),bag ( NB ( var_smoothing = 1e-8 ) ; n_estimators = 5 ),0,0.95,0.050000000000000044,0.07788483900367282
"ada ( GB ( n_estimators = 5 , learning_rate = 10 ) ; algorithm = SAMME )","ada ( GB ( n_estimators = 5 , learning_rate = 10 ) ; algorithm = SAMME )",1,1.0,0.0,0.11360000100103207
vote ( KNN ( n_neighbors = 3 ) ),vote ( KNN ( n_neighbors = 3 ) ),1,0.8,0.19999999999999996,0.005286339990561828
stack ( KNN ( n_neighbors = 1 ) ),stack ( KNN ( n_neighbors = 1 ) ),0,0.75,0.25,0.14597640400461387
stack ( SVM ( C = 10 ) ),stack ( SVM ( C = 10 ) ),1,0.85,0.15000000000000002,0.14753045499674045
"vote ( DT ( max_depth = 5 , min_samples_split = 0.4 ) )","vote ( DT ( max_depth = 5 , min_samples_split = 0.4 ) )",0,0.85,0.15000000000000002,0.002925151988165453
ada ( NB ( var_smoothing = 1e-7 ) ; learning_rate = 50 ),ada ( NB ( var_smoothing = 1e-7 ) ; learning_rate = 50 ),0,0.95,0.050000000000000044,0.11088812399248127
stack ( NB ( var_smoothing = 1e-9 ) ),stack ( NB ( var_smoothing = 1e-9 ) ),6,0.95,0.050000000000000044,0.12484754899924155
"bag ( XGB ( n_estimators = 3 , max_depth = 3 ) ; n_estimators = 3 , max_samples = 0.1 )","bag ( XGB ( n_estimators = 3 , max_depth = 3 ) ; n_estimators = 3 , max_samples = 0.1 )",0,0.9,0.09999999999999998,0.47035148199938703
"stack ( SVM ( C = 0.1 , kernel = poly ) )","stack ( SVM ( C = 0.1 , kernel = poly ) )",0,0.6,0.4,0.2481164750060998
"vote ( XGB ( n_estimators = 3 , max_depth = 2 ) )","vote ( XGB ( n_estimators = 3 , max_depth = 2 ) )",1,0.9,0.09999999999999998,0.22090337400732096
vote ( NB ( var_smoothing = 1e-7 ) ; voting = hard ),vote ( NB ( var_smoothing = 1e-7 ) ; voting = hard ),1,0.95,0.050000000000000044,0.025378562000696547
"ada ( GB ( n_estimators = 5 ) ; n_estimators = 10 , algorithm = SAMME )","ada ( GB ( n_estimators = 5 ) ; n_estimators = 10 , algorithm = SAMME )",0,0.9,0.09999999999999998,0.7763620390032884
"vote ( GB ( n_estimators = 10 , learning_rate = 50 ) ; voting = hard )","vote ( GB ( n_estimators = 10 , learning_rate = 50 ) ; voting = hard )",0,0.95,0.050000000000000044,0.11893718800274655
"stack ( LR ( C = 0.5 , max_iter = 5 ) , LR ( penalty = elasticnet ) )","stack ( LR ( C = 0.5 , max_iter = 5 ) , LR ( penalty = elasticnet ) )",0,0.85,0.15000000000000002,0.6532280320097925
"ada ( DT ( max_depth = 3 , criterion = entropy ) )","ada ( DT ( max_depth = 3 , criterion = entropy ) )",0,0.95,0.050000000000000044,0.4690957339917077
stack ( NB ( var_smoothing = 1e-9 ) ; cv = 5 ),stack ( NB ( var_smoothing = 1e-9 ) ; cv = 5 ),1,0.95,0.050000000000000044,0.08709032001206651
vote ( XGB ( n_estimators = 3 ) ; voting = soft ),vote ( XGB ( n_estimators = 3 ) ; voting = soft ),2,0.95,0.050000000000000044,0.17671381701075006
"bag ( RF ( n_estimators = 1 , max_depth = 50 ) )","bag ( RF ( n_estimators = 1 , max_depth = 50 ) )",7,1.0,0.0,0.12414630799321458
vote ( RF ( max_depth = 10 ) ),vote ( RF ( max_depth = 10 ) ),4,1.0,0.0,0.9939095979934791
"stack ( XGB ( n_estimators = 5 , max_depth = 2 ) )","stack ( XGB ( n_estimators = 5 , max_depth = 2 ) )",2,0.95,0.050000000000000044,1.0953193439927418
ada ( RF ( max_depth = 50 ) ; n_estimators = 50 ),ada ( RF ( max_depth = 50 ) ; n_estimators = 50 ),4,1.0,0.0,1.0627565600007074
vote ( RF ( max_depth = 5 ) ),vote ( RF ( max_depth = 5 ) ),0,1.0,0.0,0.5218888730014442
"bag ( XGB ( n_estimators = 2 , max_depth = 50 ) )","bag ( XGB ( n_estimators = 2 , max_depth = 50 ) )",0,1.0,0.0,0.6952774620003765
"ada ( RF ( max_depth = 1 ) ; n_estimators = 2 , learning_rate = 50 )","ada ( RF ( max_depth = 1 ) ; n_estimators = 2 , learning_rate = 50 )",0,0.7,0.30000000000000004,0.8624631849961588
"bag ( KNN ( n_neighbors = 50 ) ; n_estimators = 50 , max_features = 1.0 )","bag ( KNN ( n_neighbors = 50 ) ; n_estimators = 50 , max_features = 1.0 )",0,0.8,0.19999999999999996,0.6592719070031308
stack ( RF ( max_depth = 5 ) ),stack ( RF ( max_depth = 5 ) ),17,1.0,0.0,1.5979205659969011
bag ( XGB ( n_estimators = 50 ) ),bag ( XGB ( n_estimators = 50 ) ),15,1.0,0.0,1.803950175002683
vote ( KNN ( n_neighbors = 2 ) ),vote ( KNN ( n_neighbors = 2 ) ),0,0.7,0.30000000000000004,0.0007515400066040456
