gen,invalid,valid,avg,std,min,max,fitness_test,best_ind_length,avg_length,best_ind_nodes,avg_nodes,best_ind_depth,avg_depth,avg_used_codons,best_ind_used_codons,selection_time,generation_time,best_phenotype
0,3,17,0.5252475247524753,0.2398508465389122,0.3366336633663366,1.0,0.3660714285714286,72,55.23529411764706,1,1.7647058823529411,7,6.588235294117647,5.529411764705882,4,0.0,1.4827849864959717,stack ( NB ( var_smoothing = 1e-6 ) )
1,0,20,0.3975247524752476,0.062090734319261105,0.3366336633663366,0.594059405940594,0.3660714285714286,72,50.25,1,1.9,7,7.15,6.45,4,0.00010728836059570312,15.018601655960083,stack ( NB ( var_smoothing = 1e-6 ) )
2,0,20,0.3777227722772278,0.04168716614962117,0.3366336633663366,0.48514851485148514,0.3660714285714286,72,45.3,1,1.5,7,7.25,5.85,4,0.00010061264038085938,2.165680408477783,stack ( NB ( var_smoothing = 1e-6 ) )
3,0,20,0.36089108910891093,0.03929021766042472,0.3366336633663366,0.4455445544554455,0.3660714285714286,72,44.65,1,1.25,7,7.1,4.85,4,0.00012183189392089844,1.4947762489318848,stack ( NB ( var_smoothing = 1e-6 ) )
4,0,20,0.36930693069306936,0.04780240675078542,0.3366336633663366,0.49504950495049505,0.3660714285714286,72,44.65,1,1.25,7,7.1,4.7,4,0.00011324882507324219,0.8484487533569336,stack ( NB ( var_smoothing = 1e-6 ) )
5,0,20,0.37673267326732673,0.04680509156504364,0.3366336633663366,0.4554455445544554,0.3660714285714286,72,48.1,1,1.35,7,7.0,4.85,4,0.0004489421844482422,0.8341560363769531,stack ( NB ( var_smoothing = 1e-6 ) )
6,0,20,0.36039603960396044,0.0319910780621852,0.3366336633663366,0.4356435643564357,0.3660714285714286,72,41.7,1,1.5,7,7.05,5.15,4,7.534027099609375e-05,1.3290929794311523,stack ( NB ( var_smoothing = 1e-6 ) )
7,0,20,0.3752475247524753,0.04222746160819037,0.3366336633663366,0.4554455445544554,0.3660714285714286,72,41.45,1,1.65,7,7.15,5.8,4,0.00011110305786132812,2.1218106746673584,stack ( NB ( var_smoothing = 1e-6 ) )
8,0,20,0.37029702970297035,0.03940544305372755,0.3366336633663366,0.4455445544554455,0.3660714285714286,72,42.2,1,1.5,7,7.25,5.45,4,0.00011110305786132812,1.4691879749298096,stack ( NB ( var_smoothing = 1e-6 ) )
9,0,20,0.3648514851485149,0.044858697210463636,0.3366336633663366,0.504950495049505,0.3660714285714286,72,42.15,1,1.3,7,7.05,4.75,4,7.224082946777344e-05,0.9359519481658936,stack ( NB ( var_smoothing = 1e-6 ) )
10,0,20,0.3430693069306931,0.018857422727466263,0.3366336633663366,0.4158415841584159,0.3660714285714286,72,42.25,1,1.15,7,6.95,4.35,4,8.106231689453125e-05,0.17979741096496582,stack ( NB ( var_smoothing = 1e-6 ) )
11,0,20,0.3940594059405941,0.09142212050288163,0.3366336633663366,0.6435643564356436,0.3660714285714286,72,41.9,1,2.2,7,7.4,6.8,4,7.843971252441406e-05,1.8910183906555176,stack ( NB ( var_smoothing = 1e-6 ) )
12,0,20,0.3782178217821783,0.06927863637439963,0.3366336633663366,0.5544554455445545,0.3660714285714286,72,41.55,1,1.85,7,7.15,6.15,4,8.082389831542969e-05,1.2091493606567383,stack ( NB ( var_smoothing = 1e-6 ) )
13,0,20,0.3544554455445545,0.030291205031244276,0.3366336633663366,0.4455445544554455,0.3660714285714286,72,43.2,1,1.85,7,7.05,5.85,4,9.584426879882812e-05,0.5021092891693115,stack ( NB ( var_smoothing = 1e-6 ) )
14,0,20,0.35792079207920796,0.03317570480745846,0.3366336633663366,0.4356435643564357,0.3660714285714286,72,44.2,1,1.8,7,7.0,5.75,4,0.00012230873107910156,0.6590983867645264,stack ( NB ( var_smoothing = 1e-6 ) )
15,0,20,0.355940594059406,0.038534444862215605,0.3366336633663366,0.4752475247524752,0.3660714285714286,72,45.35,1,1.85,7,7.15,5.95,4,0.00011777877807617188,2.403216600418091,stack ( NB ( var_smoothing = 1e-6 ) )
16,0,20,0.36782178217821787,0.060733919352417017,0.3366336633663366,0.594059405940594,0.3660714285714286,72,45.7,1,1.8,7,6.95,5.7,4,9.34600830078125e-05,1.6785080432891846,stack ( NB ( var_smoothing = 1e-6 ) )
17,0,20,0.36138613861386143,0.03291241611602906,0.3366336633663366,0.4356435643564357,0.3660714285714286,72,45.8,1,2.25,7,7.2,6.7,4,0.00025153160095214844,0.8462240695953369,stack ( NB ( var_smoothing = 1e-6 ) )
18,0,20,0.40643564356435646,0.15214942041536697,0.3366336633663366,1.0,0.3660714285714286,72,45.35,1,1.95,7,7.0,5.95,4,7.772445678710938e-05,0.5837233066558838,stack ( NB ( var_smoothing = 1e-6 ) )
19,0,20,0.35792079207920796,0.03863606876008984,0.3366336633663366,0.4752475247524752,0.3660714285714286,72,45.3,1,1.65,7,7.0,5.4,4,0.0003275871276855469,1.1338756084442139,stack ( NB ( var_smoothing = 1e-6 ) )
20,0,20,0.3762376237623763,0.04537203658372121,0.3366336633663366,0.4752475247524752,0.3660714285714286,72,46.1,1,1.8,7,7.0,5.85,4,0.00025272369384765625,1.2005019187927246,stack ( NB ( var_smoothing = 1e-6 ) )
