gen,invalid,avg,std,min,max,fitness_test,best_ind_length,avg_length,best_ind_nodes,avg_nodes,best_ind_depth,avg_depth,avg_used_codons,best_ind_used_codons,invalid_count_min,invalid_count_avg,invalid_count_max,invalid_count_std,nodes_length_min,nodes_length_avg,nodes_length_max,nodes_length_std,structural_diversity,selection_time,generation_time
0,10,0.5731543624161073,0.2953081146410594,0.32885906040268453,1.0,0.3802816901408451,54,58.825,3,1.825,7,6.3,5.525,8,10,10.0,10,0.0,1,1.825,3,0.6751068291531577,0.8,0.0,34.338458776474
1,0,0.3688590604026845,0.10275218197396051,0.32885906040268453,1.0,0.3802816901408451,54,61.06,3,2.2,7,6.44,6.3,8,0,0.0,0,0.0,1,2.2,5,0.8806305718527109,0.82,0.0004107952117919922,29.78964853286743
2,0,0.36912751677852357,0.10436187660362506,0.2953020134228188,1.0,0.39235412474849096,59,58.52,5,2.8,8,6.84,8.0,13,0,0.0,0,0.0,1,2.8,7,1.4142135623730951,0.74,0.00025272369384765625,24.321971893310547
3,0,0.3774496644295302,0.13786718256651048,0.2953020134228188,1.0,0.39235412474849096,59,65.26,5,2.76,8,7.04,8.12,13,0,0.0,0,0.0,1,2.76,10,1.8020396607110263,0.82,0.00028204917907714844,56.209137201309204
4,0,0.3903355704697987,0.16833927318337094,0.2953020134228188,1.0,0.39235412474849096,59,67.58,5,3.5,8,7.56,10.2,13,0,0.0,0,0.0,1,3.5,9,1.8871206876604152,0.76,0.00026035308837890625,36.33564734458923
5,0,0.3597315436241611,0.1397392154377441,0.28859060402684567,1.0,0.39839034205231383,39,63.62,5,4.42,8,8.2,12.66,13,0,0.0,0,0.0,1,4.42,10,1.5398118093336164,0.8,0.00025081634521484375,57.43855357170105
6,0,0.35570469798657717,0.14169818223244723,0.28859060402684567,1.0,0.39839034205231383,39,53.98,5,4.84,8,8.32,13.6,13,0,0.0,0,0.0,3,4.84,8,0.8656718518596067,0.74,0.0002815723419189453,24.346805095672607
7,0,0.36778523489932896,0.17074437539154871,0.28859060402684567,1.0,0.39839034205231383,39,51.98,5,4.72,8,8.18,13.16,13,0,0.0,0,0.0,2,4.72,7,0.9044109595053951,0.7,0.0002741813659667969,44.09882998466492
8,0,0.36926174496644293,0.16711538772039022,0.2684563758389261,1.0,0.40241448692152915,78,55.36,10,4.5,12,8.12,12.8,30,0,0.0,0,0.0,1,4.5,10,1.5811388300841898,0.82,0.0002827644348144531,39.93459439277649
9,0,0.45852348993288594,0.2734088157382637,0.2684563758389261,1.0,0.40241448692152915,78,58.78,10,5.1,12,8.6,14.6,30,0,0.0,0,0.0,2,5.1,10,1.5016997172591886,0.88,0.0002856254577636719,20.03213906288147
10,0,0.3989261744966443,0.20864674082440415,0.2684563758389261,1.0,0.40241448692152915,78,66.94,10,5.54,12,8.84,15.9,30,0,0.0,0,0.0,1,5.54,13,2.573094698321578,0.9,0.00028228759765625,23.955536127090454
11,0,0.46926174496644285,0.25940388259905367,0.2684563758389261,1.0,0.40241448692152915,78,73.66,10,6.42,12,9.38,18.42,30,0,0.0,0,0.0,2,6.42,16,3.0711960044841136,0.94,0.00028634071350097656,39.543357610702515
12,0,0.4359731543624161,0.23853735046009905,0.2684563758389261,1.0,0.40241448692152915,78,73.02,10,5.76,12,8.86,16.4,30,0,0.0,0,0.0,1,5.76,15,2.910641979820582,0.9,0.0002789497375488281,24.54869055747986
13,0,0.4112751677852349,0.20871097733424834,0.2684563758389261,1.0,0.40241448692152915,78,72.3,10,6.38,12,9.34,18.24,30,0,0.0,0,0.0,2,6.38,16,2.842031466599703,0.94,0.0002758502960205078,32.19062900543213
14,0,0.45651006711409403,0.26136434207814385,0.2684563758389261,1.0,0.40241448692152915,78,74.32,10,6.0,12,9.22,17.4,30,0,0.0,0,0.0,2,6.0,12,2.641891715558133,0.96,0.00027751922607421875,22.893272638320923
