model_string,cache_key,hit_count,accuracy,mae,training_time_sec
"bag ( KNN ( n_neighbors = 50 ) ; n_estimators = 50 , max_features = 1.0 )","bag ( KNN ( n_neighbors = 50 ) ; n_estimators = 50 , max_features = 1.0 )",0,0.953125,0.046875,0.03209276199959277
"bag ( SVM ( C = 50 , kernel = poly ) )","bag ( SVM ( C = 50 , kernel = poly ) )",0,0.953125,0.046875,0.012982405000002473
stack ( RF ( max_depth = 5 ) ),stack ( RF ( max_depth = 5 ) ),4,0.921875,0.078125,0.4321975309994741
ada ( XGB ( max_depth = 2 ) ),ada ( XGB ( max_depth = 2 ) ),1,0.625,0.375,0.7021902489996137
vote ( NB ( var_smoothing = 1e-7 ) ),vote ( NB ( var_smoothing = 1e-7 ) ),5,0.953125,0.046875,0.0011388319999241503
"stack ( XGB ( n_estimators = 5 , max_depth = 2 ) )","stack ( XGB ( n_estimators = 5 , max_depth = 2 ) )",0,0.90625,0.09375,0.04675165099979495
vote ( RF ( max_depth = 10 ) ),vote ( RF ( max_depth = 10 ) ),0,0.921875,0.078125,0.0856551609995222
bag ( XGB ( n_estimators = 50 ) ),bag ( XGB ( n_estimators = 50 ) ),0,0.9375,0.0625,0.13554625299912004
"ada ( GB ( n_estimators = 5 ) ; n_estimators = 10 , algorithm = SAMME )","ada ( GB ( n_estimators = 5 ) ; n_estimators = 10 , algorithm = SAMME )",0,0.953125,0.046875,0.1599442930000805
bag ( KNN ( n_neighbors = 3 ) ; max_features = 0.5 ),bag ( KNN ( n_neighbors = 3 ) ; max_features = 0.5 ),1,0.9375,0.0625,0.00628951200087613
"bag ( XGB ( n_estimators = 3 , max_depth = 3 ) ; n_estimators = 3 , max_samples = 0.1 )","bag ( XGB ( n_estimators = 3 , max_depth = 3 ) ; n_estimators = 3 , max_samples = 0.1 )",0,0.890625,0.109375,0.011962526001298102
ada ( RF ( max_depth = 50 ) ; n_estimators = 50 ),ada ( RF ( max_depth = 50 ) ; n_estimators = 50 ),0,0.921875,0.078125,0.09788560699962545
bag ( NB ( var_smoothing = 1e-9 ) ),bag ( NB ( var_smoothing = 1e-9 ) ),11,0.953125,0.046875,0.006382288000168046
"stack ( KNN ( n_neighbors = 2 ) ; final_estimator = NB , cv = 2 )","stack ( KNN ( n_neighbors = 2 ) ; final_estimator = NB , cv = 2 )",0,0.9375,0.0625,0.007039886000711704
ada ( XGB ( max_depth = 3 ) ),ada ( XGB ( max_depth = 3 ) ),0,0.625,0.375,0.5493636049995985
ada ( XGB ( n_estimators = 10 ) ),ada ( XGB ( n_estimators = 10 ) ),1,0.625,0.375,0.2683706789994176
"stack ( DT ( max_depth = 2 , criterion = entropy ) ; cv = 5 )","stack ( DT ( max_depth = 2 , criterion = entropy ) ; cv = 5 )",1,0.921875,0.078125,0.0166025520011317
"stack ( LR ( C = 0.5 , max_iter = 5 ) , LR ( penalty = elasticnet ) )","stack ( LR ( C = 0.5 , max_iter = 5 ) , LR ( penalty = elasticnet ) )",0,0.96875,0.03125,0.41080850700018345
stack ( KNN ( n_neighbors = 3 ) ; cv = 5 ),stack ( KNN ( n_neighbors = 3 ) ; cv = 5 ),4,0.96875,0.03125,0.08522659299887891
stack ( KNN ( n_neighbors = 1 ) ),stack ( KNN ( n_neighbors = 1 ) ),4,0.953125,0.046875,0.05010618399865052
"ada ( GB ( n_estimators = 5 , learning_rate = 10 ) ; algorithm = SAMME )","ada ( GB ( n_estimators = 5 , learning_rate = 10 ) ; algorithm = SAMME )",0,0.671875,0.328125,0.057333110000399756
stack ( SVM ( C = 10 ) ),stack ( SVM ( C = 10 ) ),20,0.96875,0.03125,0.01477462599905266
bag ( NB ( var_smoothing = 1e-8 ) ; n_estimators = 5 ),bag ( NB ( var_smoothing = 1e-8 ) ; n_estimators = 5 ),0,0.953125,0.046875,0.0039063459989847615
vote ( KNN ( n_neighbors = 10 ) ),vote ( KNN ( n_neighbors = 10 ) ),14,0.96875,0.03125,0.0006009549997543218
"stack ( SVM ( C = 0.1 , kernel = poly ) )","stack ( SVM ( C = 0.1 , kernel = poly ) )",4,0.96875,0.03125,0.024738706000789534
ada ( NB ( var_smoothing = 1e-7 ) ; learning_rate = 50 ),ada ( NB ( var_smoothing = 1e-7 ) ; learning_rate = 50 ),0,0.484375,0.515625,0.002575126998635824
vote ( KNN ( n_neighbors = 3 ) ),vote ( KNN ( n_neighbors = 3 ) ),7,0.96875,0.03125,0.0008621310007583816
"vote ( DT ( max_depth = 5 , min_samples_split = 0.4 ) )","vote ( DT ( max_depth = 5 , min_samples_split = 0.4 ) )",0,0.90625,0.09375,0.00751210900125443
"vote ( XGB ( n_estimators = 3 , max_depth = 2 ) )","vote ( XGB ( n_estimators = 3 , max_depth = 2 ) )",0,0.890625,0.109375,0.07568245600123191
"ada ( DT ( max_depth = 3 , criterion = entropy ) )","ada ( DT ( max_depth = 3 , criterion = entropy ) )",1,0.96875,0.03125,0.1981403150002734
stack ( NB ( var_smoothing = 1e-9 ) ),stack ( NB ( var_smoothing = 1e-9 ) ),2,0.953125,0.046875,0.005115388999911374
"ada ( RF ( max_depth = 1 ) ; n_estimators = 2 , learning_rate = 50 )","ada ( RF ( max_depth = 1 ) ; n_estimators = 2 , learning_rate = 50 )",0,0.609375,0.390625,0.13478552599917748
"bag ( XGB ( n_estimators = 2 , max_depth = 50 ) )","bag ( XGB ( n_estimators = 2 , max_depth = 50 ) )",0,0.90625,0.09375,0.04300123599932704
vote ( RF ( max_depth = 5 ) ),vote ( RF ( max_depth = 5 ) ),0,0.921875,0.078125,0.08025826100129052
"vote ( GB ( n_estimators = 10 , learning_rate = 50 ) ; voting = hard )","vote ( GB ( n_estimators = 10 , learning_rate = 50 ) ; voting = hard )",0,0.609375,0.390625,0.03411670999958005
vote ( NB ( var_smoothing = 1e-7 ) ; voting = hard ),vote ( NB ( var_smoothing = 1e-7 ) ; voting = hard ),1,0.953125,0.046875,0.0007075089997670148
vote ( XGB ( n_estimators = 3 ) ; voting = soft ),vote ( XGB ( n_estimators = 3 ) ; voting = soft ),2,0.890625,0.109375,0.005954438000117079
"bag ( RF ( n_estimators = 1 , max_depth = 50 ) )","bag ( RF ( n_estimators = 1 , max_depth = 50 ) )",0,0.953125,0.046875,0.013914969000325073
stack ( NB ( var_smoothing = 1e-9 ) ; cv = 5 ),stack ( NB ( var_smoothing = 1e-9 ) ; cv = 5 ),4,0.953125,0.046875,0.005212178000874701
"ada ( DT ( max_depth = 10 , criterion = log_loss ) )","ada ( DT ( max_depth = 10 , criterion = log_loss ) )",0,0.875,0.125,0.00550565500088851
stack ( SVM ( C = 50 ) ),stack ( SVM ( C = 50 ) ),5,0.921875,0.078125,0.01093846199910331
"vote ( DT ( max_depth = 10 , min_samples_split = 3 ) )","vote ( DT ( max_depth = 10 , min_samples_split = 3 ) )",0,0.890625,0.109375,0.00572600299892656
"stack ( DT ( max_depth = 50 , min_samples_split = 0.3 ) )","stack ( DT ( max_depth = 50 , min_samples_split = 0.3 ) )",0,0.921875,0.078125,0.034611714001584915
"vote ( SVM ( C = 10 , kernel = linear ) )","vote ( SVM ( C = 10 , kernel = linear ) )",1,0.953125,0.046875,0.0024561229984101374
"vote ( KNN ( n_neighbors = 10 ) , XGB ( n_estimators = 50 ) )","vote ( KNN ( n_neighbors = 10 ) , XGB ( n_estimators = 50 ) )",1,0.953125,0.046875,0.10153070100022887
stack ( LR ( C = 0.5 ) ),stack ( LR ( C = 0.5 ) ),5,0.96875,0.03125,0.012303970999710145
"vote ( RF ( n_estimators = 50 , max_depth = 5 ) , LR ( C = 10 , max_iter = 3 ) )","vote ( RF ( n_estimators = 50 , max_depth = 5 ) , LR ( C = 10 , max_iter = 3 ) )",0,0.953125,0.046875,0.06432622600004834
"vote ( GB ( n_estimators = 10 , learning_rate = 10 ) )","vote ( GB ( n_estimators = 10 , learning_rate = 10 ) )",0,0.671875,0.328125,0.036670565999884275
bag ( RF ( max_depth = 1 ) ),bag ( RF ( max_depth = 1 ) ),2,0.875,0.125,0.4482922250008414
ada ( GB ( n_estimators = 10 ) ; algorithm = SAMME ),ada ( GB ( n_estimators = 10 ) ; algorithm = SAMME ),2,0.96875,0.03125,1.5162686130006477
vote ( NB ( var_smoothing = 1e-9 ) ),vote ( NB ( var_smoothing = 1e-9 ) ),3,0.953125,0.046875,0.0007778030012559611
ada ( GB ( n_estimators = 50 ) ; n_estimators = 5 ),ada ( GB ( n_estimators = 50 ) ; n_estimators = 5 ),1,0.921875,0.078125,0.15861488599875884
"stack ( RF ( n_estimators = 10 , max_depth = 3 ) )","stack ( RF ( n_estimators = 10 , max_depth = 3 ) )",0,0.90625,0.09375,0.045540266000898555
ada ( LR ( penalty = l1 ) ),ada ( LR ( penalty = l1 ) ),15,0.625,0.375,0.05388721099916438
"stack ( NB ( var_smoothing = 1e-6 ) , LR ( penalty = l1 ) )","stack ( NB ( var_smoothing = 1e-6 ) , LR ( penalty = l1 ) )",0,0.953125,0.046875,0.019468562999463757
"vote ( XGB ( max_depth = 10 ) , SVM ( C = 50 , kernel = linear ) )","vote ( XGB ( max_depth = 10 ) , SVM ( C = 50 , kernel = linear ) )",0,0.9375,0.0625,0.12821571799941012
"bag ( RF ( n_estimators = 1 , max_depth = 2 ) )","bag ( RF ( n_estimators = 1 , max_depth = 2 ) )",0,0.9375,0.0625,0.014427076999709243
stack ( LR ( C = 0.5 ) ; cv = 5 ),stack ( LR ( C = 0.5 ) ; cv = 5 ),2,0.96875,0.03125,0.011880378999194363
vote ( KNN ( n_neighbors = 2 ) ),vote ( KNN ( n_neighbors = 2 ) ),5,0.9375,0.0625,0.0008814749999146443
"stack ( KNN ( n_neighbors = 5 ) , DT ( criterion = gini ) )","stack ( KNN ( n_neighbors = 5 ) , DT ( criterion = gini ) )",0,0.96875,0.03125,0.04195367700049246
bag ( LR ( penalty = elasticnet ) ; n_estimators = 10 ),bag ( LR ( penalty = elasticnet ) ; n_estimators = 10 ),1,0.953125,0.046875,0.7865637710001465
vote ( DT ( criterion = log_loss ) ),vote ( DT ( criterion = log_loss ) ),1,0.875,0.125,0.005315135998898768
"stack ( XGB ( n_estimators = 2 , max_depth = 5 ) ; cv = 50 )","stack ( XGB ( n_estimators = 2 , max_depth = 5 ) ; cv = 50 )",0,0.859375,0.140625,0.05138572999931057
"ada ( RF ( max_depth = 50 ) ; n_estimators = 50 , algorithm = SAMME )","ada ( RF ( max_depth = 50 ) ; n_estimators = 50 , algorithm = SAMME )",0,0.921875,0.078125,0.11061883100046543
bag ( SVM ( C = 1.0 ) ),bag ( SVM ( C = 1.0 ) ),18,0.96875,0.03125,0.012949218000358087
bag ( KNN ( n_neighbors = 5 ) ),bag ( KNN ( n_neighbors = 5 ) ),111,0.984375,0.015625,0.006579906001206837
bag ( SVM ( C = 50 ) ),bag ( SVM ( C = 50 ) ),18,0.96875,0.03125,0.012284659998840652
stack ( GB ( n_estimators = 10 ) ),stack ( GB ( n_estimators = 10 ) ),3,0.90625,0.09375,0.16559683199920983
bag ( SVM ( kernel = rbf ) ),bag ( SVM ( kernel = rbf ) ),14,0.96875,0.03125,0.0178553469995677
"vote ( DT ( max_depth = 10 ) , DT ( max_depth = 5 , min_samples_split = 0.3 ) , KNN ( n_neighbors = 2 ) )","vote ( DT ( max_depth = 10 ) , DT ( max_depth = 5 , min_samples_split = 0.3 ) , KNN ( n_neighbors = 2 ) )",0,0.90625,0.09375,0.012266592999367276
stack ( SVM ( kernel = linear ) ),stack ( SVM ( kernel = linear ) ),14,0.953125,0.046875,0.013094948000798468
