gen,train_min_mean,train_min_std,train_avg_mean,train_avg_std,train_max_mean,train_max_std,test_mean,test_std,invalid_mean
0,0.0078125,0.010481568644530264,0.37825,0.07631557119127132,1.0,0.0,0.03356643356643356,0.01763569260548042,14.2
1,0.00625,0.007654655446197432,0.09587500000000002,0.03415005948018245,1.0,0.0,0.032867132867132866,0.017704879582058977,0.0
2,0.0046875,0.007160274523368501,0.07728125,0.028234526320845194,0.9625,0.1125,0.03356643356643355,0.017910837027784204,0.1
3,0.0046875,0.007160274523368501,0.05634374999999999,0.017730650765341357,0.7859375,0.3341010852365643,0.03356643356643356,0.01818181818181819,0.3
4,0.0046875,0.007160274523368501,0.05109374999999999,0.022464055490104627,0.6828125,0.34004035261458304,0.03496503496503496,0.018764206804194047,0.0
5,0.0046875,0.007160274523368501,0.056124999999999994,0.03397126543124351,0.75625,0.37941412483591064,0.03356643356643355,0.019227590328486054,0.3
6,0.0046875,0.007160274523368501,0.0505,0.02945673469259619,0.7328125,0.4083748517370407,0.03356643356643355,0.01897155240035041,0.3
7,0.0046875,0.007160274523368501,0.062625,0.04861463578491564,0.5703125,0.3977629093206781,0.03356643356643355,0.019976023576343645,0.2
8,0.0046875,0.007160274523368501,0.059562500000000004,0.04806595403713527,0.621875,0.4186100512410088,0.03426573426573426,0.018087436582346253,0.0
9,0.0046875,0.007160274523368501,0.05425,0.03657136644630605,0.7265625,0.4179358924000785,0.036363636363636355,0.01818181818181819,0.1
10,0.0046875,0.007160274523368501,0.052468749999999995,0.03570781219232705,0.6125,0.4130914320704316,0.036363636363636355,0.018448819522060036,0.1
