gen,invalid,avg,std,min,max,fitness_test,best_ind_length,avg_length,best_ind_nodes,avg_nodes,best_ind_depth,avg_depth,avg_used_codons,best_ind_used_codons,invalid_count_min,invalid_count_avg,invalid_count_max,invalid_count_std,nodes_length_min,nodes_length_avg,nodes_length_max,nodes_length_std,structural_diversity,selection_time,generation_time
0,11,0.5965100671140939,0.277689022450467,0.36241610738255037,1.0,0.3279678068410463,53,62.56410256410256,4,1.794871794871795,7,6.333333333333333,5.333333333333333,9,11,11.0,11,0.0,1,1.794871794871795,4,0.7670684859113119,0.78,0.0,17.819388389587402
1,0,0.43986577181208053,0.16703839152168357,0.36241610738255037,1.0,0.3279678068410463,53,66.62,4,2.14,7,6.24,5.76,9,0,0.0,0,0.0,1,2.14,4,0.9478224237370498,0.88,0.00029015541076660156,51.638540267944336
2,0,0.4064429530201343,0.12665309771908287,0.36241610738255037,1.0,0.3279678068410463,53,79.72,4,2.94,7,6.58,7.1,9,0,0.0,0,0.0,1,2.94,4,1.0956313993608007,0.64,0.00028967857360839844,8.597984075546265
3,0,0.4265771812080537,0.14709572216642836,0.3489932885906041,1.0,0.33601609657947684,105,85.2,4,3.08,7,6.56,7.26,9,0,0.0,0,0.0,1,3.08,4,1.04666623337224,0.86,0.0002779960632324219,9.390943050384521
4,0,0.400268456375839,0.12430254954445305,0.3489932885906041,1.0,0.33601609657947684,105,92.04,4,3.36,7,6.68,7.8,9,0,0.0,0,0.0,1,3.36,4,0.8980704940286692,0.72,0.0002760887145996094,5.231094837188721
5,0,0.4073825503355705,0.12428435744065595,0.3422818791946308,1.0,0.3440643863179075,102,99.86,3,3.36,6,6.68,7.86,7,0,0.0,0,0.0,1,3.36,4,0.8270922757788646,0.88,0.0002777576446533203,5.06265926361084
6,0,0.3761073825503356,0.02885000638369536,0.31543624161073824,0.4563758389261745,0.37424547283702214,102,104.0,3,3.18,6,6.52,7.64,7,0,0.0,0,0.0,2,3.18,4,0.8002550613806239,0.8,0.0002868175506591797,8.431630849838257
7,0,0.3959731543624161,0.09150188975653295,0.31543624161073824,1.0,0.37826961770623746,102,104.38,3,3.16,6,6.36,7.48,7,0,0.0,0,0.0,2,3.16,4,0.710274451123203,0.72,0.0003006458282470703,18.676552295684814
8,0,0.43382550335570463,0.17043681972387684,0.31543624161073824,1.0,0.3621730382293763,102,104.96,3,3.18,6,6.46,7.6,7,0,0.0,0,0.0,2,3.18,4,0.7196938124462856,0.7,0.00028252601623535156,12.469449043273926
9,0,0.3808053691275168,0.0921084153700072,0.31543624161073824,1.0,0.317907444668008,102,106.46,3,3.6,6,6.74,8.38,7,0,0.0,0,0.0,2,3.6,4,0.6388765649999399,0.68,0.0002715587615966797,15.538292646408081
10,0,0.4123489932885906,0.12466005303635157,0.31543624161073824,1.0,0.3420523138832998,102,106.76,3,3.16,6,6.5,7.56,7,0,0.0,0,0.0,2,3.16,5,0.8171628369185767,0.78,0.0002803802490234375,5.380506992340088
11,0,0.3806711409395973,0.03345056932642237,0.31543624161073824,0.47651006711409394,0.386317907444668,102,107.8,3,3.32,6,6.6,7.88,7,0,0.0,0,0.0,1,3.32,5,0.8437041748704801,0.74,0.0002753734588623047,18.621336460113525
12,0,0.40214765100671135,0.1253783248282636,0.31543624161073824,1.0,0.3661971830985915,102,109.46,3,3.4,6,6.6,7.96,7,0,0.0,0,0.0,2,3.4,4,0.7559289460184544,0.76,0.0002741813659667969,20.513896703720093
13,0,0.41221476510067107,0.15193949044393404,0.31543624161073824,1.0,0.36016096579476864,102,109.26,3,3.54,6,6.72,8.2,7,0,0.0,0,0.0,1,3.54,4,0.7615773105863908,0.66,0.0002894401550292969,7.8014867305755615
14,0,0.4189261744966444,0.14972364675538008,0.31543624161073824,1.0,0.3843058350100603,102,109.64,3,3.42,6,6.7,8.08,7,0,0.0,0,0.0,1,3.42,6,0.8827138117585948,0.82,0.0003006458282470703,6.399968385696411
15,0,0.41651006711409394,0.15090024583944736,0.31543624161073824,1.0,0.352112676056338,102,109.46,3,3.48,6,6.64,8.06,7,0,0.0,0,0.0,2,3.48,4,0.7351245903010633,0.72,0.0002734661102294922,12.35819411277771
16,0,0.38966442953020136,0.0341533594485718,0.31543624161073824,0.4832214765100671,0.3661971830985915,102,109.92,3,3.46,6,6.68,8.06,7,0,0.0,0,0.0,2,3.46,4,0.7879189847507244,0.86,0.0002810955047607422,32.46341371536255
17,0,0.3770469798657718,0.030746460028564165,0.31543624161073824,0.4697986577181208,0.358148893360161,102,112.34,3,3.46,6,6.66,8.02,7,0,0.0,0,0.0,1,3.46,4,0.8134080483135291,0.72,0.00028777122497558594,6.280653715133667
18,0,0.37355704697986575,0.027528561890196025,0.31543624161073824,0.4697986577181208,0.329979879275654,102,111.76,3,3.5,6,6.74,8.22,7,0,0.0,0,0.0,2,3.5,4,0.7889543583705186,0.68,0.00027298927307128906,21.954463005065918
19,0,0.40120805369127516,0.12647607824977344,0.31543624161073824,1.0,0.38229376257545267,102,112.52,3,3.56,6,6.78,8.4,7,0,0.0,0,0.0,2,3.56,6,0.8369039151929606,0.66,0.00028204917907714844,12.994089126586914
20,0,0.4350335570469799,0.19002506834073496,0.31543624161073824,1.0,0.34607645875251514,102,111.1,3,3.68,6,6.88,8.62,7,0,0.0,0,0.0,2,3.68,6,0.7406560798180412,0.78,0.00028395652770996094,17.172977685928345
21,0,0.42657718120805377,0.17133511816085167,0.31543624161073824,1.0,0.35412474849094566,102,108.18,3,3.26,6,6.56,7.76,7,0,0.0,0,0.0,2,3.26,4,0.777489418525016,0.72,0.0002770423889160156,19.734116077423096
22,0,0.38402684563758377,0.030676060287207353,0.31543624161073824,0.4697986577181208,0.3440643863179075,102,108.02,3,3.24,6,6.48,7.62,7,0,0.0,0,0.0,1,3.24,4,0.7439552323595164,0.76,0.0002765655517578125,19.63497042655945
23,0,0.3919463087248322,0.0919634530628759,0.31543624161073824,1.0,0.3561368209255533,102,112.62,3,3.38,6,6.54,7.82,7,0,0.0,0,0.0,1,3.38,4,0.752953368748825,0.82,0.0002887248992919922,19.466329336166382
24,0,0.40120805369127516,0.1261194367941837,0.31543624161073824,1.0,0.36820925553319916,102,114.72,3,3.44,6,6.72,8.12,7,0,0.0,0,0.0,2,3.44,5,0.8369039151929606,0.84,0.00027942657470703125,13.511407852172852
25,0,0.40496644295302014,0.12515373187026427,0.31543624161073824,1.0,0.36418511066398396,102,115.88,3,3.08,6,6.46,7.48,7,0,0.0,0,0.0,1,3.08,4,0.9222864223753698,0.74,0.00027632713317871094,41.276198387145996
26,0,0.39879194630872483,0.094314669963939,0.31543624161073824,1.0,0.3199195171026157,102,115.0,3,3.46,6,6.68,8.26,7,0,0.0,0,0.0,2,3.46,5,0.7342912729083655,0.74,0.00028967857360839844,20.233973026275635
27,0,0.39087248322147644,0.09210597022893238,0.31543624161073824,1.0,0.3621730382293763,102,115.22,3,3.5,6,6.66,8.08,7,0,0.0,0,0.0,2,3.5,4,0.7071067811865476,0.66,0.0002734661102294922,6.374348878860474
28,0,0.4112751677852349,0.12475309609348614,0.31543624161073824,1.0,0.3943661971830986,102,114.82,3,3.34,6,6.56,7.86,7,0,0.0,0,0.0,2,3.34,4,0.7722218143851188,0.76,0.0002818107604980469,22.147544860839844
29,0,0.40187919463087246,0.09260422043442927,0.31543624161073824,1.0,0.3561368209255533,102,116.44,3,3.54,6,6.74,8.4,7,0,0.0,0,0.0,2,3.54,9,1.0143863129186703,0.7,0.0003139972686767578,15.695903301239014
30,0,0.3973154362416107,0.09257853476789465,0.31543624161073824,1.0,0.3340040241448692,102,112.06,3,3.48,6,6.62,8.06,7,0,0.0,0,0.0,2,3.48,4,0.7351245903010633,0.82,0.0002830028533935547,42.53824496269226
31,0,0.4009395973154362,0.0962034127111377,0.31543624161073824,1.0,0.3661971830985915,102,112.36,3,3.34,6,6.56,7.84,7,0,0.0,0,0.0,2,3.34,4,0.7453255691854618,0.82,0.0002789497375488281,6.037414073944092
32,0,0.3832214765100671,0.03230552093035902,0.31543624161073824,0.4832214765100671,0.329979879275654,102,113.36,3,3.48,6,6.64,8.1,7,0,0.0,0,0.0,2,3.48,4,0.677329690921697,0.8,0.0002734661102294922,11.966052293777466
33,0,0.3841610738255033,0.03532420768629458,0.31543624161073824,0.4832214765100671,0.3661971830985915,102,111.56,3,3.4,6,6.66,8.02,7,0,0.0,0,0.0,2,3.4,4,0.8806305718527109,0.84,0.0002846717834472656,7.33672833442688
34,0,0.41436241610738256,0.1507891646984022,0.31543624161073824,1.0,0.34607645875251514,102,112.64,3,3.58,6,6.76,8.28,7,0,0.0,0,0.0,2,3.58,4,0.7309485031694875,0.86,0.0002846717834472656,17.662896394729614
35,0,0.4300671140939597,0.17042138508212845,0.31543624161073824,1.0,0.38229376257545267,102,112.46,3,3.44,6,6.66,8.1,7,0,0.0,0,0.0,2,3.44,4,0.7602362683228612,0.86,0.00028228759765625,31.753806114196777
36,0,0.4138255033557047,0.15020134228187917,0.3087248322147651,1.0,0.3661971830985915,128,107.66,3,3.48,6,6.62,8.0,7,0,0.0,0,0.0,2,3.48,4,0.7068181072487418,0.84,0.000278472900390625,14.125520944595337
37,0,0.4186577181208054,0.14910141792535078,0.3087248322147651,1.0,0.35010060362173034,128,112.28,3,3.24,6,6.62,7.82,7,0,0.0,0,0.0,1,3.24,6,0.9380831519646858,0.9,0.00028443336486816406,42.00560212135315
38,0,0.40120805369127516,0.12510103119457358,0.3087248322147651,1.0,0.3722334004024145,128,113.76,3,3.64,6,6.68,8.36,7,0,0.0,0,0.0,2,3.64,4,0.5252793231671495,0.72,0.00027680397033691406,16.723148822784424
39,0,0.39302013422818793,0.0916903309871913,0.3087248322147651,1.0,0.3762575452716298,128,116.42,3,3.34,6,6.64,7.94,7,0,0.0,0,0.0,2,3.34,4,0.823382768627975,0.8,0.00029015541076660156,23.032503128051758
40,0,0.38080536912751684,0.02872012757057189,0.3087248322147651,0.44966442953020136,0.38229376257545267,128,115.66,3,3.52,6,6.72,8.22,7,0,0.0,0,0.0,1,3.52,4,0.7068181072487418,0.8,0.0002777576446533203,13.491044998168945
41,0,0.391006711409396,0.09254748840956424,0.3087248322147651,1.0,0.35412474849094566,128,117.82,3,3.48,6,6.72,8.16,7,0,0.0,0,0.0,1,3.48,4,0.7623808036643619,0.82,0.0002791881561279297,10.979244947433472
42,0,0.3915436241610738,0.09168492706103291,0.3087248322147651,1.0,0.3340040241448692,128,118.14,3,3.48,6,6.74,8.18,7,0,0.0,0,0.0,2,3.48,4,0.7886956423909863,0.74,0.00029587745666503906,6.746027946472168
43,0,0.3829530201342281,0.029725104215775407,0.3087248322147651,0.46308724832214765,0.352112676056338,128,117.58,3,3.56,6,6.74,8.24,7,0,0.0,0,0.0,2,3.56,4,0.7329003050503234,0.8,0.00027751922607421875,28.987613439559937
44,0,0.3904697986577182,0.09183297772307397,0.3087248322147651,1.0,0.37424547283702214,128,117.78,3,3.62,6,6.82,8.52,7,0,0.0,0,0.0,2,3.62,6,0.8053393251117373,0.78,0.00028252601623535156,10.736918449401855
45,0,0.3829530201342282,0.03029545366651208,0.3087248322147651,0.44966442953020136,0.3702213279678068,128,117.58,3,3.48,6,6.7,8.22,7,0,0.0,0,0.0,2,3.48,6,0.8388524717658972,0.82,0.00027942657470703125,28.338051795959473
46,0,0.3911409395973155,0.035029185358135935,0.3087248322147651,0.4832214765100671,0.358148893360161,128,117.0,3,3.34,6,6.6,7.84,7,0,0.0,0,0.0,2,3.34,4,0.8715456595811225,0.8,0.00028824806213378906,35.2528235912323
47,0,0.4048322147651006,0.12471987439839652,0.3087248322147651,1.0,0.36016096579476864,128,117.42,3,3.38,6,6.6,7.96,7,0,0.0,0,0.0,2,3.38,5,0.7795864942652716,0.76,0.00028514862060546875,46.719664573669434
48,0,0.3779865771812081,0.03519339197876806,0.3087248322147651,0.49664429530201337,0.36418511066398396,128,121.34,3,3.5,6,6.74,8.1,7,0,0.0,0,0.0,1,3.5,4,0.7889543583705186,0.72,0.00027871131896972656,4.070234298706055
49,0,0.3969127516778523,0.09097869339649138,0.3087248322147651,1.0,0.35412474849094566,128,122.28,3,3.58,6,6.82,8.46,7,0,0.0,0,0.0,2,3.58,4,0.6727949622466638,0.74,0.0002818107604980469,4.508925914764404
50,0,0.3904697986577181,0.09097552473894809,0.3087248322147651,1.0,0.3722334004024145,128,124.9,3,3.44,6,6.68,8.02,7,0,0.0,0,0.0,1,3.44,4,0.8121525944886797,0.68,0.000274658203125,9.837309122085571
