gen,invalid,avg,std,min,max,fitness_test,best_ind_length,avg_length,best_ind_nodes,avg_nodes,best_ind_depth,avg_depth,avg_used_codons,best_ind_used_codons,invalid_count_min,invalid_count_avg,invalid_count_max,invalid_count_std,nodes_length_min,nodes_length_avg,nodes_length_max,nodes_length_std,structural_diversity,selection_time,generation_time
0,17,0.6240268456375838,0.3079110663969278,0.3221476510067114,1.0,0.358148893360161,23,58.75757575757576,3,1.9090909090909092,6,6.424242424242424,5.575757575757576,7,17,17.0,17,0.0,1,1.9090909090909092,4,0.7229988054812212,0.66,0.0,11.442191362380981
1,0,0.39489932885906043,0.15742145452955458,0.3087248322147651,1.0,0.36016096579476864,84,41.84,3,2.68,7,6.66,7.34,8,0,0.0,0,0.0,1,2.68,8,1.0961900624714787,0.86,0.00027441978454589844,34.03336024284363
2,0,0.437986577181208,0.22870375962417247,0.3087248322147651,1.0,0.36016096579476864,84,46.66,3,3.02,7,6.64,7.88,8,0,0.0,0,0.0,2,3.02,8,1.0783585409580354,0.84,0.0003123283386230469,22.398679971694946
3,0,0.3950335570469799,0.18118324463528748,0.3087248322147651,1.0,0.36016096579476864,84,68.3,3,3.06,7,6.66,7.7,8,0,0.0,0,0.0,2,3.06,5,0.7117096404046371,0.82,0.00028514862060546875,53.82332968711853
4,0,0.4394630872483221,0.24656823006408082,0.2953020134228188,1.0,0.35412474849094566,26,64.82,5,3.46,9,7.52,9.96,15,0,0.0,0,0.0,2,3.46,7,1.2969351627304007,0.82,0.0002777576446533203,21.233274221420288
5,0,0.426979865771812,0.23375325400406388,0.2953020134228188,1.0,0.35412474849094566,26,53.48,5,3.52,9,7.72,10.38,15,0,0.0,0,0.0,2,3.52,7,1.281580656686046,0.9,0.0003197193145751953,161.38616490364075
6,6,0.43624161073825507,0.24849259523019887,0.2953020134228188,1.0,0.35412474849094566,26,44.68181818181818,5,3.7954545454545454,9,7.9772727272727275,11.204545454545455,15,6,6.0,6,0.0,2,3.7954545454545454,8,1.3738343127233603,0.76,0.0003154277801513672,40.944172859191895
7,0,0.3767785234899329,0.18616152822060983,0.2953020134228188,1.0,0.35412474849094566,26,32.8,5,4.72,9,8.56,13.58,15,0,0.0,0,0.0,1,4.72,8,1.4291427429028343,0.82,0.00031304359436035156,60.370936155319214
8,0,0.33986577181208055,0.09936295442396942,0.2953020134228188,1.0,0.35412474849094566,26,36.72,5,4.62,9,8.68,13.86,15,0,0.0,0,0.0,2,4.62,8,1.1586410054852352,0.96,0.00031065940856933594,31.790237188339233
9,3,0.38,0.18558904964209616,0.2953020134228188,1.0,0.35412474849094566,26,40.659574468085104,5,4.9361702127659575,9,8.787234042553191,14.553191489361701,15,3,3.0,3,0.0,2,4.9361702127659575,8,1.1306838123194556,0.84,0.0003972053527832031,119.62460732460022
10,1,0.3495302013422819,0.1356756851333992,0.2953020134228188,1.0,0.35412474849094566,26,45.61224489795919,5,4.673469387755102,9,8.714285714285714,14.061224489795919,15,1,1.0,1,0.0,1,4.673469387755102,7,1.0485655897073713,0.88,0.0003199577331542969,42.78635764122009
11,1,0.3606711409395974,0.16425170496700564,0.2953020134228188,1.0,0.35412474849094566,26,47.61224489795919,5,4.73469387755102,9,8.673469387755102,13.89795918367347,15,1,1.0,1,0.0,3,4.73469387755102,8,1.1686086849340978,0.76,0.0003464221954345703,69.5440194606781
12,0,0.36751677852348996,0.1628789234807472,0.28859060402684567,1.0,0.35412474849094566,31,45.12,6,4.86,9,8.84,14.4,15,0,0.0,0,0.0,1,4.86,8,1.399854219815297,0.88,0.0003161430358886719,31.53987765312195
13,1,0.35570469798657717,0.13631928225350945,0.28859060402684567,1.0,0.35412474849094566,31,49.48979591836735,6,5.040816326530612,9,8.857142857142858,14.63265306122449,15,1,1.0,1,0.0,1,5.040816326530612,10,1.6577995414789723,0.84,0.00028395652770996094,132.15044355392456
14,0,0.3471140939597316,0.13619392824467846,0.28859060402684567,1.0,0.35412474849094566,31,48.04,6,5.08,9,8.68,13.9,15,0,0.0,0,0.0,1,5.08,7,1.2910998317365718,0.88,0.00030303001403808594,43.26949691772461
15,1,0.3659060402684564,0.16367166809275246,0.28859060402684567,1.0,0.35412474849094566,31,52.183673469387756,6,4.816326530612245,9,8.571428571428571,13.510204081632653,15,1,1.0,1,0.0,1,4.816326530612245,8,1.6288220358559116,0.92,0.00031948089599609375,28.49600601196289
16,0,0.33892617449664436,0.10055698225324428,0.28859060402684567,1.0,0.35412474849094566,31,49.84,6,4.98,9,8.66,13.84,15,0,0.0,0,0.0,1,4.98,8,1.347560153517066,0.92,0.0003025531768798828,69.01718640327454
17,0,0.3880536912751678,0.18581123257896884,0.28859060402684567,1.0,0.35412474849094566,31,47.9,6,5.04,9,8.6,13.72,15,0,0.0,0,0.0,1,5.04,9,1.7018597270669062,0.92,0.0003077983856201172,34.31218910217285
18,0,0.3467114093959732,0.13816123748651188,0.28859060402684567,1.0,0.35412474849094566,31,52.14,6,5.26,9,8.8,14.42,15,0,0.0,0,0.0,2,5.26,8,1.208980005236325,0.88,0.0003101825714111328,31.17616367340088
19,0,0.41892617449664427,0.2370869941221084,0.28859060402684567,1.0,0.35412474849094566,31,51.68,6,5.1,9,8.7,13.92,15,0,0.0,0,0.0,1,5.1,8,1.3887301496588271,0.9,0.0003058910369873047,24.084517002105713
20,0,0.3245637583892617,0.10038222524203694,0.28859060402684567,1.0,0.35412474849094566,31,48.2,6,5.38,9,8.9,14.52,15,0,0.0,0,0.0,3,5.38,9,1.2759950099064348,0.84,0.00030159950256347656,34.272897243499756
21,0,0.3300671140939598,0.0350715934328047,0.28859060402684567,0.4295302013422819,0.35412474849094566,31,47.42,6,5.06,9,8.64,13.8,15,0,0.0,0,0.0,1,5.06,8,1.5440471601130132,0.92,0.0003025531768798828,44.1648223400116
22,0,0.3571812080536913,0.1365918729627436,0.28859060402684567,1.0,0.35412474849094566,31,51.64,6,4.9,9,8.52,13.18,15,0,0.0,0,0.0,2,4.9,7,1.4321384039831015,0.84,0.00030684471130371094,41.96919393539429
23,0,0.3245637583892617,0.03408338894415918,0.28859060402684567,0.4295302013422819,0.35412474849094566,31,51.04,6,4.98,9,8.52,13.2,15,0,0.0,0,0.0,1,4.98,8,1.5712986959317234,0.82,0.0003314018249511719,25.816235542297363
24,0,0.3432214765100672,0.10084110931315546,0.28859060402684567,1.0,0.35412474849094566,31,47.06,6,4.88,9,8.44,13.12,15,0,0.0,0,0.0,1,4.88,7,1.3648652471424214,0.88,0.00028634071350097656,36.49631357192993
25,1,0.36657718120805377,0.1651382616670662,0.28859060402684567,1.0,0.35412474849094566,31,40.83673469387755,6,4.673469387755102,9,8.285714285714286,12.571428571428571,15,1,1.0,1,0.0,2,4.673469387755102,6,1.419914244799676,0.86,0.0002815723419189453,24.759171962738037
26,2,0.3483221476510067,0.16541820286369913,0.28859060402684567,1.0,0.35412474849094566,31,38.770833333333336,6,5.354166666666667,9,8.729166666666666,14.041666666666666,15,2,2.0,2,0.0,1,5.354166666666667,6,1.0815588303675854,0.78,0.000278472900390625,22.32884120941162
27,1,0.36187919463087254,0.16447110828931666,0.28859060402684567,1.0,0.35412474849094566,31,37.06122448979592,6,5.326530612244898,9,8.673469387755102,14.061224489795919,15,1,1.0,1,0.0,3,5.326530612244898,8,1.125236180801628,0.8,0.00027489662170410156,72.46014547348022
28,1,0.37395973154362416,0.1864807823972871,0.28859060402684567,1.0,0.35412474849094566,31,41.08163265306123,6,5.061224489795919,9,8.673469387755102,14.0,15,1,1.0,1,0.0,1,5.061224489795919,9,1.5865077379959698,0.92,0.0002727508544921875,43.786134004592896
29,0,0.32483221476510066,0.025111794542106994,0.28859060402684567,0.37583892617449666,0.35412474849094566,31,44.5,6,5.34,9,8.78,14.66,15,0,0.0,0,0.0,2,5.34,10,1.546688364848971,0.9,0.0002803802490234375,49.5072500705719
30,0,0.3524832214765101,0.13624815668474563,0.28859060402684567,1.0,0.35412474849094566,31,45.18,6,5.04,9,8.48,13.44,15,0,0.0,0,0.0,3,5.04,8,1.2610329423265092,0.96,0.0002772808074951172,87.87247705459595
31,0,0.3669798657718122,0.16322081419858564,0.28859060402684567,1.0,0.35412474849094566,31,43.32,6,5.06,9,8.5,13.5,15,0,0.0,0,0.0,1,5.06,8,1.47648230602334,0.94,0.0002803802490234375,110.6456229686737
32,0,0.3574496644295302,0.135575852109252,0.28859060402684567,1.0,0.35412474849094566,31,43.82,6,4.86,9,8.5,13.2,15,0,0.0,0,0.0,2,4.86,8,1.3402710660953048,0.94,0.0002849102020263672,31.749455213546753
33,0,0.35409395973154373,0.13796516168394013,0.28859060402684567,1.0,0.35412474849094566,31,42.46,6,4.9,9,8.56,13.46,15,0,0.0,0,0.0,2,4.9,8,1.2494896917525644,0.92,0.00028967857360839844,25.159079551696777
34,0,0.36348993288590614,0.16406814142012077,0.2818791946308725,1.0,0.3561368209255533,49,44.18,5,5.16,9,8.76,14.0,13,0,0.0,0,0.0,1,5.16,10,1.7654276235171895,0.94,0.0002818107604980469,26.36617612838745
35,0,0.32563758389261743,0.03516266164839289,0.2751677852348994,0.4295302013422819,0.3561368209255533,36,43.52,8,5.14,10,9.02,14.36,20,0,0.0,0,0.0,2,5.14,10,1.7843995159865578,0.86,0.00029587745666503906,59.526243925094604
36,0,0.318255033557047,0.02977597540500243,0.2751677852348994,0.40268456375838924,0.3561368209255533,36,45.54,8,5.46,10,9.12,15.1,20,0,0.0,0,0.0,1,5.46,10,2.242538648905908,0.9,0.00028014183044433594,40.8581645488739
37,1,0.33315436241610735,0.13771812080536913,0.2751677852348994,1.0,0.3561368209255533,36,44.38775510204081,8,6.285714285714286,10,9.428571428571429,16.918367346938776,20,1,1.0,1,0.0,2,6.285714285714286,10,2.041241452319315,0.86,0.0003662109375,67.70089149475098
38,0,0.36604026845637583,0.16380354751983237,0.2751677852348994,1.0,0.3561368209255533,36,46.76,8,5.92,10,9.16,16.2,20,0,0.0,0,0.0,1,5.92,11,2.302084237540993,0.94,0.0002999305725097656,33.230307817459106
39,0,0.37489932885906035,0.18633565555896336,0.2751677852348994,1.0,0.3561368209255533,36,46.88,8,5.8,10,9.12,16.04,20,0,0.0,0,0.0,1,5.8,13,2.6186146828319083,0.96,0.00030040740966796875,87.09173107147217
40,1,0.3491275167785235,0.1355404977168369,0.2751677852348994,1.0,0.3561368209255533,36,50.755102040816325,8,6.673469387755102,10,9.714285714285714,18.428571428571427,20,1,1.0,1,0.0,2,6.673469387755102,14,2.9677976900812664,0.94,0.000308990478515625,133.0291976928711
41,0,0.32778523489932887,0.10036068460806416,0.2751677852348994,1.0,0.3561368209255533,36,46.64,8,6.8,10,9.82,18.58,20,0,0.0,0,0.0,2,6.8,11,2.138089935299395,0.92,0.00031256675720214844,48.89261555671692
42,0,0.3413422818791947,0.13831372963974164,0.2751677852348994,1.0,0.3561368209255533,36,53.04,8,6.5,10,9.46,17.58,20,0,0.0,0,0.0,1,6.5,11,2.533449692995457,0.82,0.00028395652770996094,92.77476763725281
43,0,0.35516778523489934,0.16530701352431454,0.2751677852348994,1.0,0.3561368209255533,36,55.64,8,6.24,10,9.04,16.6,20,0,0.0,0,0.0,1,6.24,10,2.124300605193269,0.94,0.0002949237823486328,40.27161979675293
44,0,0.34335570469798654,0.13644716202898693,0.2751677852348994,1.0,0.3561368209255533,36,57.3,8,6.12,10,9.14,16.58,20,0,0.0,0,0.0,2,6.12,9,1.8029454359181143,0.88,0.0002849102020263672,31.343030214309692
45,0,0.32604026845637585,0.0999535047983862,0.2751677852348994,1.0,0.3561368209255533,36,59.42,8,6.38,10,9.28,17.08,20,0,0.0,0,0.0,1,6.38,14,2.184266560693375,0.86,0.0002989768981933594,40.72146511077881
46,1,0.3536912751677852,0.16511294765292006,0.2751677852348994,1.0,0.3561368209255533,36,59.44897959183673,8,6.673469387755102,10,9.306122448979592,17.448979591836736,20,1,1.0,1,0.0,2,6.673469387755102,10,1.7003401020340119,0.92,0.00028634071350097656,32.26879549026489
47,0,0.36738255033557043,0.18808147378715098,0.2751677852348994,1.0,0.3561368209255533,36,52.44,8,6.8,10,9.52,18.32,20,0,0.0,0,0.0,3,6.8,10,1.8070158058105026,0.9,0.0003056526184082031,49.31348919868469
48,1,0.37261744966442956,0.18715684181371248,0.2751677852348994,1.0,0.3561368209255533,36,47.44897959183673,8,6.346938775510204,10,9.26530612244898,17.448979591836736,20,1,1.0,1,0.0,2,6.346938775510204,12,2.3233508524700848,0.88,0.00027680397033691406,121.30948877334595
49,0,0.3574496644295302,0.1657096315737455,0.2751677852348994,1.0,0.3561368209255533,36,41.2,8,6.72,10,9.38,17.98,20,0,0.0,0,0.0,2,6.72,14,2.365051667037129,0.84,0.00030684471130371094,113.43370985984802
50,1,0.38939597315436236,0.2051606170522104,0.2751677852348994,1.0,0.3561368209255533,36,40.673469387755105,8,5.877551020408164,10,9.020408163265307,16.306122448979593,20,1,1.0,1,0.0,1,5.877551020408164,10,2.0374887838262294,0.94,0.0003044605255126953,34.22006011009216
