gen,invalid,avg,std,min,max,fitness_test,best_ind_length,avg_length,best_ind_nodes,avg_nodes,best_ind_depth,avg_depth,avg_used_codons,best_ind_used_codons,invalid_count_min,invalid_count_avg,invalid_count_max,invalid_count_std,nodes_length_min,nodes_length_avg,nodes_length_max,nodes_length_std,structural_diversity,selection_time,generation_time
0,13,0.6158389261744968,0.31444814539525606,0.31543624161073824,1.0,0.34607645875251514,34,55.432432432432435,2,1.7297297297297298,6,6.513513513513513,5.297297297297297,5,13,13.0,13,0.0,1,1.7297297297297298,3,0.6518626580230876,0.74,0.0,9.185113191604614
1,0,0.37208053691275167,0.1321732636803241,0.3087248322147651,1.0,0.352112676056338,37,53.22,2,1.56,6,6.56,5.0,5,0,0.0,0,0.0,1,1.56,3,0.6114552731152199,0.72,0.0006821155548095703,125.58258104324341
2,0,0.3759731543624161,0.1372708174735257,0.3087248322147651,1.0,0.358148893360161,37,44.94,2,1.68,6,6.54,5.3,5,0,0.0,0,0.0,1,1.68,3,0.5510657577710261,0.76,0.0004661083221435547,16.34700918197632
3,0,0.36147651006711407,0.1362995215303002,0.30201342281879195,1.0,0.35010060362173034,43,45.16,2,1.78,6,6.36,5.24,5,0,0.0,0,0.0,1,1.78,3,0.5816935163286381,0.56,0.0003876686096191406,18.512220859527588
4,0,0.3687248322147651,0.14448347337236964,0.30201342281879195,1.0,0.34607645875251514,43,47.56,2,2.08,6,6.18,5.44,5,0,0.0,0,0.0,1,2.08,4,0.5283783431116266,0.52,0.0008704662322998047,27.29867148399353
5,0,0.35463087248322156,0.10490737966503746,0.30201342281879195,1.0,0.3480885311871227,43,46.88,2,2.46,6,6.44,6.2,5,0,0.0,0,0.0,2,2.46,4,0.7615773105863908,0.58,0.0004153251647949219,17.04331660270691
6,0,0.4051006711409396,0.20377837218863074,0.30201342281879195,1.0,0.35010060362173034,43,42.42,2,2.92,6,7.04,7.72,5,0,0.0,0,0.0,2,2.92,6,1.1036118809044553,0.74,0.0009539127349853516,7.164615631103516
7,0,0.4036241610738256,0.2033369207440879,0.30201342281879195,1.0,0.35010060362173034,43,46.02,2,3.04,6,7.48,8.32,5,0,0.0,0,0.0,1,3.04,6,1.0093440990088969,0.84,0.00040841102600097656,0.8904902935028076
8,0,0.34577181208053687,0.10219200194254087,0.30201342281879195,1.0,0.34607645875251514,43,46.96,2,3.3,6,7.66,8.86,5,0,0.0,0,0.0,1,3.3,6,1.1473127431577865,0.82,0.00040459632873535156,1.7010204792022705
9,0,0.41557046979865775,0.21907109461997853,0.30201342281879195,1.0,0.35010060362173034,43,56.74,2,3.24,6,7.6,8.62,5,0,0.0,0,0.0,1,3.24,4,0.9380831519646858,0.9,0.0003917217254638672,3.5979819297790527
