gen,invalid,valid,avg,std,min,max,fitness_test,best_ind_length,avg_length,best_ind_nodes,avg_nodes,best_ind_depth,avg_depth,avg_used_codons,best_ind_used_codons,selection_time,generation_time,best_phenotype
0,4,16,0.6892857142857143,0.311536780840283,0.3392857142857143,1.0,0.34607645875251514,34,52.3125,3,1.8125,6,6.3125,5.1875,6,0.0,3.463571786880493,"bag ( KNN ( n_neighbors = 50 ) ; n_estimators = 50 , max_features = 1.0 )"
1,0,20,0.41272321428571435,0.13778289399237215,0.3392857142857143,1.0,0.352112676056338,34,45.45,3,2.45,6,6.25,6.15,6,0.00018405914306640625,78.08609986305237,"bag ( KNN ( n_neighbors = 50 ) ; n_estimators = 50 , max_features = 1.0 )"
2,0,20,0.4084821428571428,0.14140937707952894,0.3392857142857143,1.0,0.35412474849094566,34,45.6,3,2.45,6,6.45,6.4,6,0.0006320476531982422,5.150576114654541,"bag ( KNN ( n_neighbors = 50 ) ; n_estimators = 50 , max_features = 1.0 )"
3,0,20,0.4058035714285714,0.1404860424561814,0.3392857142857143,1.0,0.3440643863179075,34,48.2,3,2.45,6,6.2,5.9,6,0.0004329681396484375,18.542423963546753,"bag ( KNN ( n_neighbors = 50 ) ; n_estimators = 50 , max_features = 1.0 )"
4,0,20,0.4,0.14154250010768743,0.3348214285714286,1.0,0.34607645875251514,34,40.3,3,2.45,6,6.1,5.75,6,0.00040912628173828125,4.206154823303223,"bag ( KNN ( n_neighbors = 50 ) ; n_estimators = 2 , max_features = 1.0 )"
5,0,20,0.43125,0.194011097936301,0.3348214285714286,1.0,0.35412474849094566,34,41.05,3,2.55,6,6.05,5.8,6,0.0003409385681152344,3.5889668464660645,"bag ( KNN ( n_neighbors = 50 ) ; n_estimators = 2 , max_features = 1.0 )"
6,0,20,0.4540178571428572,0.23146406597847036,0.3348214285714286,1.0,0.36016096579476864,34,41.65,3,2.4,6,6.05,5.55,6,0.0003190040588378906,10.138958930969238,"bag ( KNN ( n_neighbors = 50 ) ; n_estimators = 2 , max_features = 1.0 )"
7,0,20,0.4926339285714286,0.25558289144095975,0.3303571428571429,1.0,0.35412474849094566,36,45.15,2,2.3,6,6.0,5.4,5,0.00031113624572753906,0.25884199142456055,bag ( KNN ( n_neighbors = 50 ) ; n_estimators = 2 )
8,0,20,0.3966517857142858,0.14352018980622658,0.3303571428571429,1.0,0.36418511066398396,36,49.85,2,2.05,6,6.05,5.1,5,0.0003287792205810547,0.7652251720428467,bag ( KNN ( n_neighbors = 50 ) ; n_estimators = 2 )
9,0,20,0.42544642857142856,0.19430723439770764,0.3303571428571429,1.0,0.34607645875251514,36,50.6,2,2.15,6,6.05,5.4,5,0.0003383159637451172,0.729071855545044,bag ( KNN ( n_neighbors = 50 ) ; n_estimators = 2 )
10,0,20,0.43102678571428565,0.19185771024109008,0.3303571428571429,1.0,0.3480885311871227,36,46.3,2,1.95,6,6.05,5.1,5,0.000370025634765625,0.3610708713531494,bag ( KNN ( n_neighbors = 50 ) ; n_estimators = 2 )
