gen,invalid,avg,std,min,max,fitness_test,best_ind_length,avg_length,best_ind_nodes,avg_nodes,best_ind_depth,avg_depth,avg_used_codons,best_ind_used_codons,invalid_count_min,invalid_count_avg,invalid_count_max,invalid_count_std,nodes_length_min,nodes_length_avg,nodes_length_max,nodes_length_std,structural_diversity,selection_time,generation_time
0,12,0.598523489932886,0.27852167865506305,0.3557046979865772,1.0,0.36418511066398396,34,59.94736842105263,1,1.7105263157894737,6,6.394736842105263,5.447368421052632,4,12,12.0,12,0.0,1,1.7105263157894737,3,0.693907647755151,0.76,0.0,85.3443808555603
1,0,0.4093959731543624,0.09863717085032932,0.3557046979865772,1.0,0.36820925553319916,34,61.46,1,1.78,6,6.4,5.8,4,0,0.0,0,0.0,1,1.78,5,0.6788345354580984,0.7,0.0002777576446533203,77.79662013053894
2,0,0.40214765100671146,0.12590174718285777,0.3557046979865772,1.0,0.3702213279678068,34,62.94,1,1.44,6,6.3,4.96,4,0,0.0,0,0.0,1,1.44,3,0.5405967979549857,0.58,0.0002791881561279297,28.291588068008423
3,0,0.37959731543624164,0.031167542443949686,0.3489932885906041,0.5033557046979866,0.3420523138832998,31,68.64,1,1.22,6,6.22,4.58,4,0,0.0,0,0.0,1,1.22,5,0.6480740698407861,0.5,0.00027823448181152344,105.9688789844513
4,0,0.38322147651006716,0.0932016397446783,0.3489932885906041,1.0,0.33601609657947684,31,72.88,1,1.06,6,6.04,4.08,4,0,0.0,0,0.0,1,1.06,2,0.23989793748209523,0.32,0.00032067298889160156,19.074553728103638
5,0,0.38469798657718124,0.05085530336253526,0.3422818791946308,0.6040268456375839,0.3440643863179075,69,65.44,1,1.32,6,6.18,4.7,4,0,0.0,0,0.0,1,1.32,6,1.0190031142929719,0.48,0.0002906322479248047,15.010655879974365
6,0,0.40322147651006707,0.10516879172734413,0.3422818791946308,1.0,0.3480885311871227,69,70.06,1,1.42,6,6.26,5.12,4,0,0.0,0,0.0,1,1.42,9,1.3261883388885916,0.52,0.00030159950256347656,22.150745630264282
7,0,0.4111409395973154,0.12975645295674176,0.3355704697986577,1.0,0.34004024144869216,109,69.86,1,1.16,6,6.08,4.32,4,0,0.0,0,0.0,1,1.16,3,0.4677344441069971,0.4,0.0002830028533935547,15.95146107673645
8,0,0.3778523489932886,0.034724653208796044,0.3355704697986577,0.5100671140939597,0.3480885311871227,109,64.28,1,1.1,6,6.02,4.16,4,0,0.0,0,0.0,1,1.1,2,0.30304576336566325,0.34,0.0002779960632324219,17.088834524154663
9,0,0.3748993288590604,0.03651426150403415,0.3355704697986577,0.5100671140939597,0.3480885311871227,109,73.76,1,1.24,6,6.18,4.7,4,0,0.0,0,0.0,1,1.24,5,0.846601850858803,0.3,0.0002846717834472656,20.148812294006348
10,0,0.40214765100671146,0.1272964539559772,0.3355704697986577,1.0,0.35010060362173034,109,72.0,1,1.12,6,6.14,4.44,4,0,0.0,0,0.0,1,1.12,5,0.5938459911664722,0.4,0.0002777576446533203,28.356581449508667
11,0,0.3902013422818792,0.09613034482541098,0.3355704697986577,1.0,0.352112676056338,109,85.48,1,1.06,6,6.0,4.08,4,0,0.0,0,0.0,1,1.06,2,0.23989793748209523,0.32,0.00030922889709472656,23.283386945724487
12,0,0.39369127516778524,0.09705923228790017,0.3355704697986577,1.0,0.3420523138832998,109,87.58,1,1.4,6,6.22,4.98,4,0,0.0,0,0.0,1,1.4,12,1.5907898179514348,0.34,0.000278472900390625,19.583085298538208
13,0,0.3685906040268456,0.02517771616148908,0.3355704697986577,0.5033557046979866,0.34004024144869216,109,91.24,1,1.06,6,6.0,4.06,4,0,0.0,0,0.0,1,1.06,2,0.23989793748209523,0.28,0.00028014183044433594,28.417370557785034
